,Mouse,Amplitude,Miniscope,TimeBin,Sleep,Proportion
332,Ca_EEG3-4,0.25mA,Miniscope,22.0,sleep,44.368600682593865
333,Ca_EEG3-4,0.25mA,Miniscope,22.0,wake,55.631399317406135
334,Ca_EEG3-4,0.25mA,Miniscope,23.0,sleep,0.0
335,Ca_EEG3-4,0.25mA,Miniscope,23.0,wake,100.0
336,Ca_EEG_Pilot2,1.5mA,Miniscope,0.0,sleep,70.71547420965057
337,Ca_EEG_Pilot2,1.5mA,Miniscope,0.0,wake,29.28452579034942
338,Ca_EEG_Pilot2,1.5mA,Miniscope,1.0,sleep,64.55906821963394
339,Ca_EEG_Pilot2,1.5mA,Miniscope,1.0,wake,35.44093178036606
340,Ca_EEG_Pilot2,1.5mA,Miniscope,2.0,sleep,53.33333333333334
341,Ca_EEG_Pilot2,1.5mA,Miniscope,2.0,wake,46.666666666666664
342,Ca_EEG_Pilot2,1.5mA,Miniscope,3.0,sleep,94.84193011647254
343,Ca_EEG_Pilot2,1.5mA,Miniscope,3.0,wake,5.158069883527454
344,Ca_EEG_Pilot2,1.5mA,Miniscope,4.0,sleep,61.397670549084864
345,Ca_EEG_Pilot2,1.5mA,Miniscope,4.0,wake,38.60232945091514
346,Ca_EEG_Pilot2,1.5mA,Miniscope,5.0,sleep,67.22129783693845
347,Ca_EEG_Pilot2,1.5mA,Miniscope,5.0,wake,32.77870216306156
348,Ca_EEG_Pilot2,1.5mA,Miniscope,6.0,sleep,95.6738768718802
349,Ca_EEG_Pilot2,1.5mA,Miniscope,6.0,wake,4.326123128119801
350,Ca_EEG_Pilot2,1.5mA,Miniscope,7.0,sleep,79.20133111480865
351,Ca_EEG_Pilot2,1.5mA,Miniscope,7.0,wake,20.798668885191347
352,Ca_EEG_Pilot2,1.5mA,Miniscope,8.0,sleep,40.43261231281198
353,Ca_EEG_Pilot2,1.5mA,Miniscope,8.0,wake,59.567387687188024
354,Ca_EEG_Pilot2,1.5mA,Miniscope,9.0,sleep,95.84026622296173
355,Ca_EEG_Pilot2,1.5mA,Miniscope,9.0,wake,4.159733777038269
356,Ca_EEG_Pilot2,1.5mA,Miniscope,10.0,sleep,24.958402662229616
357,Ca_EEG_Pilot2,1.5mA,Miniscope,10.0,wake,75.04159733777038
358,Ca_EEG_Pilot2,1.5mA,Miniscope,11.0,sleep,87.35440931780366
359,Ca_EEG_Pilot2,1.5mA,Miniscope,11.0,wake,12.645590682196339
360,Ca_EEG_Pilot2,1.5mA,Miniscope,12.0,sleep,46.755407653910154
361,Ca_EEG_Pilot2,1.5mA,Miniscope,12.0,wake,53.244592346089846
362,Ca_EEG_Pilot2,1.5mA,Miniscope,13.0,sleep,34.27620632279534
363,Ca_EEG_Pilot2,1.5mA,Miniscope,13.0,wake,65.72379367720465
364,Ca_EEG_Pilot2,1.5mA,Miniscope,14.0,sleep,23.294509151414307
365,Ca_EEG_Pilot2,1.5mA,Miniscope,14.0,wake,76.70549084858568
366,Ca_EEG_Pilot2,1.5mA,Miniscope,15.0,sleep,55.40765391014975
367,Ca_EEG_Pilot2,1.5mA,Miniscope,15.0,wake,44.592346089850246
368,Ca_EEG_Pilot2,1.5mA,Miniscope,16.0,sleep,15.307820299500833
369,Ca_EEG_Pilot2,1.5mA,Miniscope,16.0,wake,84.69217970049917
370,Ca_EEG_Pilot2,1.5mA,Miniscope,17.0,sleep,42.92845257903494
371,Ca_EEG_Pilot2,1.5mA,Miniscope,17.0,wake,57.07154742096506
372,Ca_EEG_Pilot2,1.5mA,Miniscope,18.0,sleep,41.93011647254576
373,Ca_EEG_Pilot2,1.5mA,Miniscope,18.0,wake,58.069883527454245
374,Ca_EEG_Pilot2,1.5mA,Miniscope,19.0,sleep,41.43094841930117
375,Ca_EEG_Pilot2,1.5mA,Miniscope,19.0,wake,58.56905158069884
376,Ca_EEG_Pilot2,1.5mA,Miniscope,20.0,sleep,42.262895174708824
377,Ca_EEG_Pilot2,1.5mA,Miniscope,20.0,wake,57.73710482529118
378,Ca_EEG_Pilot2,1.5mA,Miniscope,21.0,sleep,22.296173044925123
379,Ca_EEG_Pilot2,1.5mA,Miniscope,21.0,wake,77.70382695507487
380,Ca_EEG_Pilot2,1.5mA,Miniscope,22.0,sleep,20.133111480865225
381,Ca_EEG_Pilot2,1.5mA,Miniscope,22.0,wake,79.86688851913478
382,Ca_EEG_Pilot2,1.5mA,Miniscope,23.0,sleep,23.793677204658902
383,Ca_EEG_Pilot2,1.5mA,Miniscope,23.0,wake,76.2063227953411
384,ms_01,N/A,NoMiniscope,0.0,sleep,35.44093178036606
385,ms_01,N/A,NoMiniscope,0.0,wake,64.55906821963394
386,ms_01,N/A,NoMiniscope,1.0,sleep,72.3793677204659
387,ms_01,N/A,NoMiniscope,1.0,wake,27.620632279534107
388,ms_01,N/A,NoMiniscope,2.0,sleep,81.69717138103161
389,ms_01,N/A,NoMiniscope,2.0,wake,18.302828618968388
390,ms_01,N/A,NoMiniscope,3.0,sleep,60.06655574043261
391,ms_01,N/A,NoMiniscope,3.0,wake,39.93344425956739
392,ms_01,N/A,NoMiniscope,4.0,sleep,63.72712146422629
393,ms_01,N/A,NoMiniscope,4.0,wake,36.272878535773714
394,ms_01,N/A,NoMiniscope,5.0,sleep,77.20465890183029
395,ms_01,N/A,NoMiniscope,5.0,wake,22.795341098169715
396,ms_01,N/A,NoMiniscope,6.0,sleep,58.23627287853577
397,ms_01,N/A,NoMiniscope,6.0,wake,41.76372712146423
398,ms_01,N/A,NoMiniscope,7.0,sleep,76.7054908485857
399,ms_01,N/A,NoMiniscope,7.0,wake,23.294509151414307
400,ms_01,N/A,NoMiniscope,8.0,sleep,65.3910149750416
401,ms_01,N/A,NoMiniscope,8.0,wake,34.60898502495841
402,ms_01,N/A,NoMiniscope,9.0,sleep,44.92512479201331
403,ms_01,N/A,NoMiniscope,9.0,wake,55.074875207986686
404,ms_01,N/A,NoMiniscope,10.0,sleep,34.6089850249584
405,ms_01,N/A,NoMiniscope,10.0,wake,65.3910149750416
406,ms_01,N/A,NoMiniscope,11.0,sleep,30.782029950083192
407,ms_01,N/A,NoMiniscope,11.0,wake,69.21797004991681
408,ms_01,N/A,NoMiniscope,12.0,sleep,20.632279534109816
409,ms_01,N/A,NoMiniscope,12.0,wake,79.36772046589017
410,ms_01,N/A,NoMiniscope,13.0,sleep,13.810316139767053
411,ms_01,N/A,NoMiniscope,13.0,wake,86.18968386023295
412,ms_01,N/A,NoMiniscope,14.0,sleep,11.480865224625624
413,ms_01,N/A,NoMiniscope,14.0,wake,88.51913477537437
414,ms_01,N/A,NoMiniscope,15.0,sleep,0.0
415,ms_01,N/A,NoMiniscope,15.0,wake,100.0
416,ms_01,N/A,NoMiniscope,16.0,sleep,0.0
417,ms_01,N/A,NoMiniscope,16.0,wake,100.0
418,ms_01,N/A,NoMiniscope,17.0,sleep,53.07820299500832
419,ms_01,N/A,NoMiniscope,17.0,wake,46.92179700499168
420,ms_01,N/A,NoMiniscope,18.0,sleep,16.638935108153078
421,ms_01,N/A,NoMiniscope,18.0,wake,83.36106489184692
422,ms_01,N/A,NoMiniscope,19.0,sleep,13.643926788685523
423,ms_01,N/A,NoMiniscope,19.0,wake,86.35607321131448
424,ms_01,N/A,NoMiniscope,20.0,sleep,32.113144758735444
425,ms_01,N/A,NoMiniscope,20.0,wake,67.88685524126456
426,ms_01,N/A,NoMiniscope,21.0,sleep,13.477537437603992
427,ms_01,N/A,NoMiniscope,21.0,wake,86.522462562396
428,ms_01,N/A,NoMiniscope,22.0,sleep,31.78036605657238
429,ms_01,N/A,NoMiniscope,22.0,wake,68.21963394342761
430,ms_01,N/A,NoMiniscope,23.0,sleep,39.933444259567395
431,ms_01,N/A,NoMiniscope,23.0,wake,60.06655574043261
432,ms_02,N/A,NoMiniscope,0.0,sleep,68.88519134775375
433,ms_02,N/A,NoMiniscope,0.0,wake,31.114808652246257
434,ms_02,N/A,NoMiniscope,1.0,sleep,75.2079866888519
435,ms_02,N/A,NoMiniscope,1.0,wake,24.792013311148086
436,ms_02,N/A,NoMiniscope,2.0,sleep,74.70881863560732
437,ms_02,N/A,NoMiniscope,2.0,wake,25.291181364392678
438,ms_02,N/A,NoMiniscope,3.0,sleep,64.89184692179701
439,ms_02,N/A,NoMiniscope,3.0,wake,35.108153078202996
440,ms_02,N/A,NoMiniscope,4.0,sleep,71.54742096505824
441,ms_02,N/A,NoMiniscope,4.0,wake,28.452579034941767
442,ms_02,N/A,NoMiniscope,5.0,sleep,68.55241264559068
443,ms_02,N/A,NoMiniscope,5.0,wake,31.44758735440932
444,ms_02,N/A,NoMiniscope,6.0,sleep,92.01331114808652
445,ms_02,N/A,NoMiniscope,6.0,wake,7.9866888519134775
446,ms_02,N/A,NoMiniscope,7.0,sleep,29.450915141430947
447,ms_02,N/A,NoMiniscope,7.0,wake,70.54908485856906
448,ms_02,N/A,NoMiniscope,8.0,sleep,81.03161397670549
449,ms_02,N/A,NoMiniscope,8.0,wake,18.96838602329451
450,ms_02,N/A,NoMiniscope,9.0,sleep,51.747088186356066
451,ms_02,N/A,NoMiniscope,9.0,wake,48.25291181364393
452,ms_02,N/A,NoMiniscope,10.0,sleep,58.236272878535765
453,ms_02,N/A,NoMiniscope,10.0,wake,41.76372712146423
454,ms_02,N/A,NoMiniscope,11.0,sleep,40.93178036605657
455,ms_02,N/A,NoMiniscope,11.0,wake,59.06821963394343
456,ms_02,N/A,NoMiniscope,12.0,sleep,4.326123128119801
457,ms_02,N/A,NoMiniscope,12.0,wake,95.6738768718802
458,ms_02,N/A,NoMiniscope,13.0,sleep,26.955074875207984
459,ms_02,N/A,NoMiniscope,13.0,wake,73.04492512479202
460,ms_02,N/A,NoMiniscope,14.0,sleep,51.41430948419301
461,ms_02,N/A,NoMiniscope,14.0,wake,48.58569051580699
462,ms_02,N/A,NoMiniscope,15.0,sleep,12.312811980033278
463,ms_02,N/A,NoMiniscope,15.0,wake,87.68718801996673
464,ms_02,N/A,NoMiniscope,16.0,sleep,38.60232945091514
465,ms_02,N/A,NoMiniscope,16.0,wake,61.39767054908486
466,ms_02,N/A,NoMiniscope,17.0,sleep,0.0
467,ms_02,N/A,NoMiniscope,17.0,wake,100.0
468,ms_02,N/A,NoMiniscope,18.0,sleep,48.08652246256239
469,ms_02,N/A,NoMiniscope,18.0,wake,51.9134775374376
470,ms_02,N/A,NoMiniscope,19.0,sleep,39.93344425956739
471,ms_02,N/A,NoMiniscope,19.0,wake,60.06655574043261
472,ms_02,N/A,NoMiniscope,20.0,sleep,39.767054908485854
473,ms_02,N/A,NoMiniscope,20.0,wake,60.232945091514146
474,ms_02,N/A,NoMiniscope,21.0,sleep,14.64226289517471
475,ms_02,N/A,NoMiniscope,21.0,wake,85.35773710482529
476,ms_02,N/A,NoMiniscope,22.0,sleep,32.77870216306157
477,ms_02,N/A,NoMiniscope,22.0,wake,67.22129783693843
478,ms_02,N/A,NoMiniscope,23.0,sleep,37.770382695507486
479,ms_02,N/A,NoMiniscope,23.0,wake,62.229617304492514
480,ms_03,N/A,NoMiniscope,0.0,sleep,87.35440931780366
481,ms_03,N/A,NoMiniscope,0.0,wake,12.645590682196339
482,ms_03,N/A,NoMiniscope,1.0,sleep,56.40599001663894
483,ms_03,N/A,NoMiniscope,1.0,wake,43.59400998336106
484,ms_03,N/A,NoMiniscope,2.0,sleep,81.69717138103162
485,ms_03,N/A,NoMiniscope,2.0,wake,18.302828618968388
486,ms_03,N/A,NoMiniscope,3.0,sleep,64.05990016638935
487,ms_03,N/A,NoMiniscope,3.0,wake,35.94009983361065
488,ms_03,N/A,NoMiniscope,4.0,sleep,85.52412645590682
489,ms_03,N/A,NoMiniscope,4.0,wake,14.47587354409318
490,ms_03,N/A,NoMiniscope,5.0,sleep,40.76539101497504
491,ms_03,N/A,NoMiniscope,5.0,wake,59.23460898502496
492,ms_03,N/A,NoMiniscope,6.0,sleep,12.645590682196339
493,ms_03,N/A,NoMiniscope,6.0,wake,87.35440931780366
494,ms_03,N/A,NoMiniscope,7.0,sleep,83.19467554076539
495,ms_03,N/A,NoMiniscope,7.0,wake,16.80532445923461
496,ms_03,N/A,NoMiniscope,8.0,sleep,69.38435940099833
497,ms_03,N/A,NoMiniscope,8.0,wake,30.615640599001665
498,ms_03,N/A,NoMiniscope,9.0,sleep,72.21297836938436
499,ms_03,N/A,NoMiniscope,9.0,wake,27.787021630615637
500,ms_03,N/A,NoMiniscope,10.0,sleep,43.92678868552412
501,ms_03,N/A,NoMiniscope,10.0,wake,56.07321131447587
502,ms_03,N/A,NoMiniscope,11.0,sleep,49.25124792013311
503,ms_03,N/A,NoMiniscope,11.0,wake,50.74875207986689
504,ms_03,N/A,NoMiniscope,12.0,sleep,0.0
505,ms_03,N/A,NoMiniscope,12.0,wake,100.0
506,ms_03,N/A,NoMiniscope,13.0,sleep,0.0
507,ms_03,N/A,NoMiniscope,13.0,wake,100.0
508,ms_03,N/A,NoMiniscope,14.0,sleep,21.96339434276206
509,ms_03,N/A,NoMiniscope,14.0,wake,78.03660565723793
510,ms_03,N/A,NoMiniscope,15.0,sleep,0.0
511,ms_03,N/A,NoMiniscope,15.0,wake,100.0
512,ms_03,N/A,NoMiniscope,16.0,sleep,42.928452579034946
513,ms_03,N/A,NoMiniscope,16.0,wake,57.07154742096506
514,ms_03,N/A,NoMiniscope,17.0,sleep,27.953410981697168
515,ms_03,N/A,NoMiniscope,17.0,wake,72.04658901830283
516,ms_03,N/A,NoMiniscope,18.0,sleep,23.793677204658902
517,ms_03,N/A,NoMiniscope,18.0,wake,76.2063227953411
518,ms_03,N/A,NoMiniscope,19.0,sleep,34.27620632279534
519,ms_03,N/A,NoMiniscope,19.0,wake,65.72379367720465
520,ms_03,N/A,NoMiniscope,20.0,sleep,16.472545757071547
521,ms_03,N/A,NoMiniscope,20.0,wake,83.52745424292846
522,ms_03,N/A,NoMiniscope,21.0,sleep,0.0
523,ms_03,N/A,NoMiniscope,21.0,wake,100.0
524,ms_03,N/A,NoMiniscope,22.0,sleep,73.54409317803659
525,ms_03,N/A,NoMiniscope,22.0,wake,26.455906821963392
526,ms_03,N/A,NoMiniscope,23.0,sleep,26.12312811980033
527,ms_03,N/A,NoMiniscope,23.0,wake,73.87687188019967
528,ms_04,N/A,NoMiniscope,0.0,sleep,22.296173044925123
529,ms_04,N/A,NoMiniscope,0.0,wake,77.70382695507487
530,ms_04,N/A,NoMiniscope,1.0,sleep,90.18302828618968
531,ms_04,N/A,NoMiniscope,1.0,wake,9.816971713810316
532,ms_04,N/A,NoMiniscope,2.0,sleep,59.234608985024956
533,ms_04,N/A,NoMiniscope,2.0,wake,40.765391014975044
534,ms_04,N/A,NoMiniscope,3.0,sleep,92.01331114808653
535,ms_04,N/A,NoMiniscope,3.0,wake,7.9866888519134775
536,ms_04,N/A,NoMiniscope,4.0,sleep,49.7504159733777
537,ms_04,N/A,NoMiniscope,4.0,wake,50.249584026622294
538,ms_04,N/A,NoMiniscope,5.0,sleep,87.52079866888519
539,ms_04,N/A,NoMiniscope,5.0,wake,12.479201331114808
540,ms_04,N/A,NoMiniscope,6.0,sleep,76.7054908485857
541,ms_04,N/A,NoMiniscope,6.0,wake,23.294509151414307
542,ms_04,N/A,NoMiniscope,7.0,sleep,79.70049916805324
543,ms_04,N/A,NoMiniscope,7.0,wake,20.299500831946755
544,ms_04,N/A,NoMiniscope,8.0,sleep,58.23627287853577
545,ms_04,N/A,NoMiniscope,8.0,wake,41.76372712146423
546,ms_04,N/A,NoMiniscope,9.0,sleep,52.079866888519135
547,ms_04,N/A,NoMiniscope,9.0,wake,47.920133111480865
548,ms_04,N/A,NoMiniscope,10.0,sleep,42.92845257903494
549,ms_04,N/A,NoMiniscope,10.0,wake,57.07154742096506
550,ms_04,N/A,NoMiniscope,11.0,sleep,27.953410981697168
551,ms_04,N/A,NoMiniscope,11.0,wake,72.04658901830283
552,ms_04,N/A,NoMiniscope,12.0,sleep,18.302828618968388
553,ms_04,N/A,NoMiniscope,12.0,wake,81.69717138103162
554,ms_04,N/A,NoMiniscope,13.0,sleep,17.470881863560734
555,ms_04,N/A,NoMiniscope,13.0,wake,82.52911813643927
556,ms_04,N/A,NoMiniscope,14.0,sleep,18.63560732113145
557,ms_04,N/A,NoMiniscope,14.0,wake,81.36439267886855
558,ms_04,N/A,NoMiniscope,15.0,sleep,12.312811980033278
559,ms_04,N/A,NoMiniscope,15.0,wake,87.68718801996673
560,ms_04,N/A,NoMiniscope,16.0,sleep,17.13810316139767
561,ms_04,N/A,NoMiniscope,16.0,wake,82.86189683860233
562,ms_04,N/A,NoMiniscope,17.0,sleep,88.6855241264559
563,ms_04,N/A,NoMiniscope,17.0,wake,11.314475873544092
564,ms_04,N/A,NoMiniscope,18.0,sleep,68.71880199667221
565,ms_04,N/A,NoMiniscope,18.0,wake,31.281198003327788
566,ms_04,N/A,NoMiniscope,19.0,sleep,50.08319467554076
567,ms_04,N/A,NoMiniscope,19.0,wake,49.91680532445923
568,ms_04,N/A,NoMiniscope,20.0,sleep,40.59900166389351
569,ms_04,N/A,NoMiniscope,20.0,wake,59.40099833610649
570,ms_04,N/A,NoMiniscope,21.0,sleep,39.93344425956739
571,ms_04,N/A,NoMiniscope,21.0,wake,60.06655574043261
572,ms_04,N/A,NoMiniscope,22.0,sleep,0.33277870216306155
573,ms_04,N/A,NoMiniscope,22.0,wake,99.66722129783693
574,ms_04,N/A,NoMiniscope,23.0,sleep,17.13810316139767
575,ms_04,N/A,NoMiniscope,23.0,wake,82.86189683860233
