,Mouse,Amplitude,Freezing
0,RLI8-1,0mA,2.722524724969441
1,RLI8-2,0mA,1.7672557519173058
2,RLI8-4,0mA,7.878653183687076
3,RLI8-5,0mA,15.616316549961098
4,RLI8-7,0mA,0.4668222740913638
5,RLI8-8,0mA,5.77906201378084
