,Mouse,Amplitude,TimeBin,Motion
0,RLI8-1,0mA,1,2.2849040280107125
1,RLI8-2,0mA,1,2.1692879753847767
2,RLI8-4,0mA,1,1.4848810411348832
3,RLI8-5,0mA,1,1.8759350148738918
4,RLI8-7,0mA,1,3.1479417720206984
5,RLI8-8,0mA,1,2.167192936818448
6,RLI8-1,0mA,2,2.5638973120404454
7,RLI8-2,0mA,2,2.364700523618089
8,RLI8-4,0mA,2,1.28173519412488
9,RLI8-5,0mA,2,1.7000479485640332
10,RLI8-7,0mA,2,2.705203237643031
11,RLI8-8,0mA,2,2.2835916833091727
12,RLI8-1,0mA,3,3.32873967665828
13,RLI8-2,0mA,3,2.2767994249916548
14,RLI8-4,0mA,3,0.5238257956591663
15,RLI8-5,0mA,3,2.430984150460635
16,RLI8-7,0mA,3,2.5246576319667633
17,RLI8-8,0mA,3,1.818930543417736
18,RLI8-1,0mA,4,2.618827479484936
19,RLI8-2,0mA,4,2.2002764828061756
20,RLI8-4,0mA,4,1.8794480930718884
21,RLI8-5,0mA,4,2.392328412248635
22,RLI8-7,0mA,4,2.036660794429014
23,RLI8-8,0mA,4,1.7208624290704062
24,RLI8-1,0mA,5,3.6564184242898428
25,RLI8-2,0mA,5,2.286756258147985
26,RLI8-4,0mA,5,2.041182133682684
27,RLI8-5,0mA,5,2.1013595697899405
28,RLI8-7,0mA,5,2.2407237874745034
29,RLI8-8,0mA,5,2.069552385533766
30,RLI8-1,0mA,6,3.045244702763296
31,RLI8-2,0mA,6,1.9631270860092642
32,RLI8-4,0mA,6,1.6623908515657067
33,RLI8-5,0mA,6,2.310744391433626
34,RLI8-7,0mA,6,2.3118124974825074
35,RLI8-8,0mA,6,1.7998579146945441
36,RLI8-1,0mA,7,3.2457477150103395
37,RLI8-2,0mA,7,1.0577846411977772
38,RLI8-4,0mA,7,0.9958566166560638
39,RLI8-5,0mA,7,2.5848829418584027
40,RLI8-7,0mA,7,2.705529054972168
41,RLI8-8,0mA,7,1.4637765814977421
42,RLI8-1,0mA,8,2.6097738575332494
43,RLI8-2,0mA,8,1.600781943296428
44,RLI8-4,0mA,8,1.44758387022936
45,RLI8-5,0mA,8,1.7787962849508692
46,RLI8-7,0mA,8,2.660749892449634
47,RLI8-8,0mA,8,2.385397342502452
48,RLI8-1,0mA,9,2.9704894583113077
49,RLI8-2,0mA,9,2.575663377373344
50,RLI8-4,0mA,9,1.255002555877781
51,RLI8-5,0mA,9,2.0808211208550556
52,RLI8-7,0mA,9,2.183994633813
53,RLI8-8,0mA,9,1.1198608641824315
54,RLI8-1,0mA,10,3.436212817162054
55,RLI8-2,0mA,10,2.323658026984343
56,RLI8-4,0mA,10,1.8110920730841902
57,RLI8-5,0mA,10,1.9327581163529466
58,RLI8-7,0mA,10,2.248091257308432
59,RLI8-8,0mA,10,1.4147992148384174
60,RLI8-1,0mA,11,2.6877582025807123
61,RLI8-2,0mA,11,2.033793714188101
62,RLI8-4,0mA,11,1.4764018019942735
63,RLI8-5,0mA,11,2.4577141425964286
64,RLI8-7,0mA,11,0.8675556907020511
65,RLI8-8,0mA,11,2.151325822075048
66,RLI8-1,0mA,12,3.2110995353687235
67,RLI8-2,0mA,12,2.321165728442605
68,RLI8-4,0mA,12,1.252223166031918
69,RLI8-5,0mA,12,1.3895240638023407
70,RLI8-7,0mA,12,1.0287886614556112
71,RLI8-8,0mA,12,1.9817537755013752
72,RLI8-1,0mA,13,2.730408946657806
73,RLI8-2,0mA,13,2.289540894263547
74,RLI8-4,0mA,13,1.4819467154963584
75,RLI8-5,0mA,13,1.8856406629370732
76,RLI8-7,0mA,13,1.2509456298733286
77,RLI8-8,0mA,13,2.7747076031193854
78,RLI8-1,0mA,14,3.1511481985361285
79,RLI8-2,0mA,14,1.7470990758175586
80,RLI8-4,0mA,14,1.561573205119449
81,RLI8-5,0mA,14,2.073778803429028
82,RLI8-7,0mA,14,2.1219019293540367
83,RLI8-8,0mA,14,2.5249519773661935
84,RLI8-1,0mA,15,3.037168166234111
85,RLI8-2,0mA,15,1.6604321301091183
86,RLI8-4,0mA,15,1.4779948281914153
87,RLI8-5,0mA,15,2.4921939117200154
88,RLI8-7,0mA,15,2.382019841310368
89,RLI8-8,0mA,15,2.320510447542074
90,RLI8-1,0mA,16,2.516506879691808
91,RLI8-2,0mA,16,2.179591260104997
92,RLI8-4,0mA,16,1.9209551317761007
93,RLI8-5,0mA,16,2.4890843679698307
94,RLI8-7,0mA,16,3.0138166951757546
95,RLI8-8,0mA,16,1.5612055836195171
96,RLI8-1,0mA,17,3.1706393387149228
97,RLI8-2,0mA,17,1.4909877858200977
98,RLI8-4,0mA,17,2.4474580017295353
99,RLI8-5,0mA,17,2.2622080545027776
100,RLI8-7,0mA,17,2.1589358638937535
101,RLI8-8,0mA,17,2.4398090543776623
102,RLI8-1,0mA,18,1.904515913413089
103,RLI8-2,0mA,18,2.1793742707212163
104,RLI8-4,0mA,18,1.72763227722215
105,RLI8-5,0mA,18,0.9342056007049565
106,RLI8-7,0mA,18,2.7022116363045536
107,RLI8-8,0mA,18,2.1565852361361113
108,RLI8-1,0mA,19,3.031846566134254
109,RLI8-2,0mA,19,2.1517331483397153
110,RLI8-4,0mA,19,1.839450388079885
111,RLI8-5,0mA,19,1.8485175171806225
112,RLI8-7,0mA,19,2.8218753605466946
113,RLI8-8,0mA,19,2.0892874272196638
114,RLI8-1,0mA,20,2.9157242454346046
115,RLI8-2,0mA,20,2.5947378726213013
116,RLI8-4,0mA,20,1.0389124080215386
117,RLI8-5,0mA,20,1.8322782311931651
118,RLI8-7,0mA,20,2.65933961994714
119,RLI8-8,0mA,20,2.5569935971206545
120,RLI8-1,0mA,21,3.6822991688279134
121,RLI8-2,0mA,21,2.843500447633365
122,RLI8-4,0mA,21,1.6088196899835627
123,RLI8-5,0mA,21,2.366749123313478
124,RLI8-7,0mA,21,2.0194636396342127
125,RLI8-8,0mA,21,2.1992232674750714
126,RLI8-1,0mA,22,3.0522782584310013
127,RLI8-2,0mA,22,1.784963719751175
128,RLI8-4,0mA,22,1.1442814578012284
129,RLI8-5,0mA,22,1.779053256708872
