,Mouse,Amplitude,Day,TimeBin,SleepState,StateLength
sws,Ca_EEG3-2,0.25mA,PreNeutral,13.0,nrem,58.45161290322581
wake,Ca_EEG_Pilot1,1.5mA,PreNeutral,13.0,wake,43.84615384615385
rem,Ca_EEG3-4,0.25mA,PostAversive,13.0,rem,9.857142857142858
sws,Ca_EEG_Pilot1,1.5mA,PreNeutral,13.0,nrem,82.92857142857143
wake,Ca_EEG3-2,0.25mA,PreNeutral,13.0,wake,69.84
wake,Ca_EEG3-1,0.25mA,PostAversive,13.0,wake,268.5
sws,Ca_EEG3-1,0.25mA,PostAversive,13.0,nrem,34.36363636363637
rem,Ca_EEG3-2,0.25mA,PostNeutral,13.0,rem,17.25
sws,Ca_EEG3-2,0.25mA,PostNeutral,13.0,nrem,63.17647058823529
wake,Ca_EEG3-2,0.25mA,PostNeutral,13.0,wake,199.0
sws,Ca_EEG3-1,0.25mA,PreNeutral,13.0,nrem,13.5
wake,Ca_EEG3-4,0.25mA,PostAversive,13.0,wake,80.53846153846155
wake,Ca_EEG2-1,1.5mA,PostNeutral,13.0,wake,3600.0
rem,Ca_EEG_Pilot1,1.5mA,PreNeutral,13.0,rem,23.0
wake,Ca_EEG2-1,1.5mA,PostAversive,13.0,wake,212.25
rem,Ca_EEG3-4,0.25mA,PreNeutral,13.0,rem,9.600000000000001
wake,Ca_EEG2-2,1.5mA,PreNeutral,13.0,wake,456.0
rem,Ca_EEG_Pilot2,1.5mA,PreNeutral,13.0,rem,6.0
wake,Ca_EEG2-2,1.5mA,PostNeutral,13.0,wake,199.71428571428572
sws,Ca_EEG2-2,1.5mA,PostNeutral,13.0,nrem,53.2
rem,Ca_EEG2-2,1.5mA,PostNeutral,13.0,rem,6.0
rem,Ca_EEG2-3,1.5mA,PostNeutral,13.0,rem,6.0
sws,Ca_EEG2-3,1.5mA,PostNeutral,13.0,nrem,66.85714285714286
sws,Ca_EEG_Pilot2,1.5mA,PreNeutral,13.0,nrem,130.9090909090909
wake,Ca_EEG2-3,1.5mA,PostNeutral,13.0,wake,446.57142857142856
rem,Ca_EEG3-3,0.25mA,PostNeutral,13.0,rem,32.400000000000006
sws,Ca_EEG3-3,0.25mA,PostNeutral,13.0,nrem,37.2
wake,Ca_EEG3-3,0.25mA,PostNeutral,13.0,wake,43.02439024390244
rem,Ca_EEG2-3,1.5mA,PostAversive,13.0,rem,12.75
sws,Ca_EEG2-3,1.5mA,PostAversive,13.0,nrem,43.787234042553195
wake,Ca_EEG2-3,1.5mA,PostAversive,13.0,wake,39.35294117647059
wake,Ca_EEG3-2,0.25mA,PostAversive,13.0,wake,3600.0
rem,Ca_EEG3-4,0.25mA,PostNeutral,13.0,rem,10.0
sws,Ca_EEG2-2,1.5mA,PreNeutral,13.0,nrem,58.28571428571428
sws,Ca_EEG_Pilot2,1.5mA,PostAversive,13.0,nrem,67.44
sws,Ca_EEG2-2,1.5mA,PostAversive,13.0,nrem,6.0
wake,Ca_EEG2-2,1.5mA,PostAversive,13.0,wake,1797.0
wake,Ca_EEG3-3,0.25mA,PreNeutral,13.0,wake,127.19999999999999
sws,Ca_EEG3-3,0.25mA,PreNeutral,13.0,nrem,50.0
rem,Ca_EEG3-3,0.25mA,PreNeutral,13.0,rem,6.0
sws,Ca_EEG3-4,0.25mA,PreNeutral,13.0,nrem,29.485714285714288
wake,Ca_EEG_Pilot2,1.5mA,PostAversive,13.0,wake,115.125
wake,Ca_EEG3-4,0.25mA,PreNeutral,13.0,wake,82.39999999999999
sws,Ca_EEG_Pilot2,1.5mA,PostNeutral,13.0,nrem,45.0
rem,Ca_EEG_Pilot2,1.5mA,PostNeutral,13.0,rem,19.799999999999997
rem,Ca_EEG2-3,1.5mA,PreNeutral,13.0,rem,6.0
sws,Ca_EEG2-3,1.5mA,PreNeutral,13.0,nrem,77.6842105263158
wake,Ca_EEG2-3,1.5mA,PreNeutral,13.0,wake,117.33333333333334
rem,Ca_EEG_Pilot2,1.5mA,PostAversive,13.0,rem,8.0
wake,Ca_EEG_Pilot2,1.5mA,PostNeutral,13.0,wake,208.5
sws,Ca_EEG3-4,0.25mA,PostNeutral,13.0,nrem,18.4390243902439
wake,Ca_EEG_Pilot2,1.5mA,PreNeutral,13.0,wake,195.8181818181818
rem,Ca_EEG_Pilot1,1.5mA,PostAversive,13.0,rem,6.0
sws,Ca_EEG_Pilot1,1.5mA,PostAversive,13.0,nrem,71.33333333333334
wake,Ca_EEG_Pilot1,1.5mA,PostAversive,13.0,wake,152.79999999999998
wake,Ca_EEG3-4,0.25mA,PostNeutral,13.0,wake,80.9090909090909
rem,Ca_EEG3-4,0.25mA,PostNeutral,14.0,rem,8.25
rem,Ca_EEG_Pilot2,1.5mA,PostAversive,14.0,rem,13.363636363636363
sws,Ca_EEG_Pilot2,1.5mA,PostAversive,14.0,nrem,70.70270270270271
wake,Ca_EEG_Pilot2,1.5mA,PostAversive,14.0,wake,49.28571428571428
wake,Ca_EEG_Pilot1,1.5mA,PreNeutral,14.0,wake,35.172413793103445
wake,Ca_EEG3-4,0.25mA,PostAversive,14.0,wake,164.8235294117647
sws,Ca_EEG3-4,0.25mA,PostAversive,14.0,nrem,30.75
wake,Ca_EEG3-2,0.25mA,PostAversive,14.0,wake,216.8571428571429
wake,Ca_EEG2-2,1.5mA,PostNeutral,14.0,wake,35.30769230769231
sws,Ca_EEG2-2,1.5mA,PostNeutral,14.0,nrem,59.400000000000006
wake,Ca_EEG_Pilot2,1.5mA,PreNeutral,14.0,wake,174.42857142857144
wake,Ca_EEG2-3,1.5mA,PreNeutral,14.0,wake,84.0
sws,Ca_EEG_Pilot2,1.5mA,PreNeutral,14.0,nrem,76.39999999999999
rem,Ca_EEG_Pilot2,1.5mA,PreNeutral,14.0,rem,6.0
rem,Ca_EEG2-1,1.5mA,PostAversive,14.0,rem,10.2
sws,Ca_EEG2-1,1.5mA,PostAversive,14.0,nrem,42.0
wake,Ca_EEG2-1,1.5mA,PostAversive,14.0,wake,278.4
rem,Ca_EEG3-1,0.25mA,PreNeutral,14.0,rem,39.0
sws,Ca_EEG3-1,0.25mA,PreNeutral,14.0,nrem,32.689655172413794
wake,Ca_EEG3-1,0.25mA,PreNeutral,14.0,wake,88.75862068965517
rem,Ca_EEG2-2,1.5mA,PostNeutral,14.0,rem,20.4
sws,Ca_EEG2-3,1.5mA,PreNeutral,14.0,nrem,70.5
rem,Ca_EEG3-1,0.25mA,PostAversive,14.0,rem,6.0
rem,Ca_EEG2-3,1.5mA,PostNeutral,14.0,rem,26.571428571428573
sws,Ca_EEG2-2,1.5mA,PreNeutral,14.0,nrem,54.0
wake,Ca_EEG2-2,1.5mA,PreNeutral,14.0,wake,218.76923076923077
rem,Ca_EEG2-2,1.5mA,PostAversive,14.0,rem,9.0
sws,Ca_EEG2-2,1.5mA,PostAversive,14.0,nrem,104.0
wake,Ca_EEG2-2,1.5mA,PostAversive,14.0,wake,144.42857142857144
wake,Ca_EEG2-1,1.5mA,PostNeutral,14.0,wake,3600.0
rem,Ca_EEG_Pilot1,1.5mA,PostAversive,14.0,rem,12.0
wake,Ca_EEG3-4,0.25mA,PreNeutral,14.0,wake,3600.0
wake,Ca_EEG_Pilot2,1.5mA,PostNeutral,14.0,wake,97.38461538461539
sws,Ca_EEG_Pilot2,1.5mA,PostNeutral,14.0,nrem,92.75
rem,Ca_EEG_Pilot2,1.5mA,PostNeutral,14.0,rem,8.307692307692307
sws,Ca_EEG3-3,0.25mA,PreNeutral,14.0,nrem,45.599999999999994
wake,Ca_EEG3-3,0.25mA,PreNeutral,14.0,wake,128.0
wake,Ca_EEG_Pilot1,1.5mA,PostAversive,14.0,wake,35.166666666666664
rem,Ca_EEG3-2,0.25mA,PreNeutral,14.0,rem,30.545454545454547
sws,Ca_EEG3-2,0.25mA,PreNeutral,14.0,nrem,56.07692307692308
wake,Ca_EEG3-2,0.25mA,PreNeutral,14.0,wake,95.05263157894737
rem,Ca_EEG_Pilot1,1.5mA,PreNeutral,14.0,rem,22.588235294117645
sws,Ca_EEG_Pilot1,1.5mA,PreNeutral,14.0,nrem,56.30769230769231
wake,Ca_EEG3-1,0.25mA,PostAversive,14.0,wake,435.75
sws,Ca_EEG3-1,0.25mA,PostAversive,14.0,nrem,13.5
rem,Ca_EEG2-3,1.5mA,PreNeutral,14.0,rem,38.0
wake,Ca_EEG3-1,0.25mA,PostNeutral,14.0,wake,361.3333333333333
rem,Ca_EEG3-4,0.25mA,PostAversive,14.0,rem,6.0
sws,Ca_EEG_Pilot1,1.5mA,PostAversive,14.0,nrem,42.599999999999994
sws,Ca_EEG3-3,0.25mA,PostNeutral,14.0,nrem,34.57142857142857
wake,Ca_EEG3-2,0.25mA,PostNeutral,14.0,wake,222.42857142857142
wake,Ca_EEG2-1,1.5mA,PreNeutral,14.0,wake,3600.0
wake,Ca_EEG3-4,0.25mA,PostNeutral,14.0,wake,148.57142857142858
wake,Ca_EEG3-3,0.25mA,PostAversive,14.0,wake,90.72
rem,Ca_EEG3-2,0.25mA,PostAversive,14.0,rem,6.0
sws,Ca_EEG3-2,0.25mA,PostAversive,14.0,nrem,42.92307692307693
rem,Ca_EEG3-3,0.25mA,PostAversive,14.0,rem,6.0
rem,Ca_EEG2-3,1.5mA,PostAversive,14.0,rem,26.0
sws,Ca_EEG3-2,0.25mA,PostNeutral,14.0,nrem,37.38461538461539
sws,Ca_EEG2-3,1.5mA,PostAversive,14.0,nrem,49.542857142857144
wake,Ca_EEG3-3,0.25mA,PostNeutral,14.0,wake,55.578947368421055
wake,Ca_EEG2-3,1.5mA,PostNeutral,14.0,wake,54.0
sws,Ca_EEG3-3,0.25mA,PostAversive,14.0,nrem,47.14285714285714
wake,Ca_EEG2-3,1.5mA,PostAversive,14.0,wake,56.27586206896551
sws,Ca_EEG_Pilot1,1.5mA,PostNeutral,14.0,nrem,52.92307692307693
rem,Ca_EEG_Pilot1,1.5mA,PostNeutral,14.0,rem,18.923076923076923
sws,Ca_EEG2-3,1.5mA,PostNeutral,14.0,nrem,46.83333333333333
sws,Ca_EEG3-1,0.25mA,PostNeutral,14.0,nrem,43.5
sws,Ca_EEG3-4,0.25mA,PostNeutral,14.0,nrem,16.56
wake,Ca_EEG_Pilot1,1.5mA,PostNeutral,14.0,wake,43.0
rem,Ca_EEG3-3,0.25mA,PostNeutral,14.0,rem,6.0
wake,Ca_EEG3-2,0.25mA,PreNeutral,15.0,wake,296.0
rem,Ca_EEG3-4,0.25mA,PostNeutral,15.0,rem,6.9230769230769225
sws,Ca_EEG3-2,0.25mA,PreNeutral,15.0,nrem,117.0
sws,Ca_EEG_Pilot1,1.5mA,PostNeutral,15.0,nrem,53.74468085106383
wake,Ca_EEG3-1,0.25mA,PostAversive,15.0,wake,54.272727272727266
sws,Ca_EEG3-1,0.25mA,PostAversive,15.0,nrem,25.06666666666667
rem,Ca_EEG3-1,0.25mA,PostAversive,15.0,rem,28.0
rem,Ca_EEG_Pilot1,1.5mA,PostNeutral,15.0,rem,20.11764705882353
rem,Ca_EEG_Pilot1,1.5mA,PostAversive,15.0,rem,28.666666666666664
sws,Ca_EEG_Pilot1,1.5mA,PostAversive,15.0,nrem,43.90909090909091
wake,Ca_EEG_Pilot1,1.5mA,PostNeutral,15.0,wake,21.636363636363637
wake,Ca_EEG3-3,0.25mA,PreNeutral,15.0,wake,53.0
rem,Ca_EEG_Pilot2,1.5mA,PostNeutral,15.0,rem,22.0
rem,Ca_EEG3-3,0.25mA,PreNeutral,15.0,rem,22.799999999999997
wake,Ca_EEG2-3,1.5mA,PostAversive,15.0,wake,69.91304347826087
sws,Ca_EEG2-3,1.5mA,PostAversive,15.0,nrem,64.5
rem,Ca_EEG2-3,1.5mA,PostAversive,15.0,rem,18.6
rem,Ca_EEG2-2,1.5mA,PostAversive,15.0,rem,27.0
sws,Ca_EEG2-2,1.5mA,PostAversive,15.0,nrem,104.48275862068967
wake,Ca_EEG2-2,1.5mA,PostAversive,15.0,wake,9.857142857142858
rem,Ca_EEG2-2,1.5mA,PreNeutral,15.0,rem,22.714285714285715
wake,Ca_EEG2-1,1.5mA,PostNeutral,15.0,wake,414.0
sws,Ca_EEG2-1,1.5mA,PostNeutral,15.0,nrem,61.800000000000004
rem,Ca_EEG2-1,1.5mA,PostNeutral,15.0,rem,21.0
sws,Ca_EEG2-1,1.5mA,PreNeutral,15.0,nrem,18.0
wake,Ca_EEG2-1,1.5mA,PreNeutral,15.0,wake,434.25
rem,Ca_EEG3-4,0.25mA,PreNeutral,15.0,rem,7.714285714285715
sws,Ca_EEG3-4,0.25mA,PreNeutral,15.0,nrem,27.319148936170215
wake,Ca_EEG3-4,0.25mA,PreNeutral,15.0,wake,57.833333333333336
wake,Ca_EEG_Pilot2,1.5mA,PostNeutral,15.0,wake,262.2857142857143
sws,Ca_EEG_Pilot2,1.5mA,PostNeutral,15.0,nrem,125.53846153846155
rem,Ca_EEG2-3,1.5mA,PreNeutral,15.0,rem,19.799999999999997
wake,Ca_EEG3-3,0.25mA,PostAversive,15.0,wake,49.6875
sws,Ca_EEG3-3,0.25mA,PostAversive,15.0,nrem,49.53846153846155
rem,Ca_EEG3-3,0.25mA,PostAversive,15.0,rem,8.666666666666666
sws,Ca_EEG3-3,0.25mA,PreNeutral,15.0,nrem,57.45454545454545
sws,Ca_EEG2-3,1.5mA,PreNeutral,15.0,nrem,39.599999999999994
rem,Ca_EEG3-1,0.25mA,PostNeutral,15.0,rem,18.0
sws,Ca_EEG3-4,0.25mA,PostNeutral,15.0,nrem,21.625
sws,Ca_EEG3-3,0.25mA,PostNeutral,15.0,nrem,13.5
rem,Ca_EEG2-1,1.5mA,PostAversive,15.0,rem,12.5
wake,Ca_EEG2-3,1.5mA,PostNeutral,15.0,wake,19.333333333333336
wake,Ca_EEG3-4,0.25mA,PostNeutral,15.0,wake,66.8108108108108
wake,Ca_EEG3-2,0.25mA,PostAversive,15.0,wake,246.9230769230769
sws,Ca_EEG3-2,0.25mA,PostAversive,15.0,nrem,32.5
wake,Ca_EEG3-3,0.25mA,PostNeutral,15.0,wake,885.0
rem,Ca_EEG3-3,0.25mA,PostNeutral,15.0,rem,6.0
sws,Ca_EEG3-2,0.25mA,PostNeutral,15.0,nrem,106.94117647058823
wake,Ca_EEG2-2,1.5mA,PostNeutral,15.0,wake,69.6
rem,Ca_EEG3-2,0.25mA,PostNeutral,15.0,rem,6.0
rem,Ca_EEG_Pilot2,1.5mA,PreNeutral,15.0,rem,14.0
sws,Ca_EEG2-2,1.5mA,PostNeutral,15.0,nrem,108.27272727272728
rem,Ca_EEG2-2,1.5mA,PostNeutral,15.0,rem,15.818181818181817
sws,Ca_EEG_Pilot2,1.5mA,PreNeutral,15.0,nrem,81.33333333333333
wake,Ca_EEG_Pilot2,1.5mA,PreNeutral,15.0,wake,123.1764705882353
wake,Ca_EEG2-3,1.5mA,PreNeutral,15.0,wake,32.31818181818182
sws,Ca_EEG2-1,1.5mA,PostAversive,15.0,nrem,63.449999999999996
wake,Ca_EEG3-4,0.25mA,PostAversive,15.0,wake,3600.0
wake,Ca_EEG_Pilot2,1.5mA,PostAversive,15.0,wake,60.285714285714285
wake,Ca_EEG3-2,0.25mA,PostNeutral,15.0,wake,126.0
sws,Ca_EEG2-2,1.5mA,PreNeutral,15.0,nrem,83.81818181818181
wake,Ca_EEG2-2,1.5mA,PreNeutral,15.0,wake,23.454545454545453
rem,Ca_EEG_Pilot2,1.5mA,PostAversive,15.0,rem,22.0
sws,Ca_EEG_Pilot2,1.5mA,PostAversive,15.0,nrem,73.65517241379311
wake,Ca_EEG2-1,1.5mA,PostAversive,15.0,wake,42.33333333333333
sws,Ca_EEG3-1,0.25mA,PostNeutral,15.0,nrem,26.625
wake,Ca_EEG3-1,0.25mA,PreNeutral,15.0,wake,178.0
rem,Ca_EEG_Pilot1,1.5mA,PreNeutral,15.0,rem,15.272727272727273
sws,Ca_EEG_Pilot1,1.5mA,PreNeutral,15.0,nrem,73.55555555555556
wake,Ca_EEG_Pilot1,1.5mA,PreNeutral,15.0,wake,72.30000000000001
sws,Ca_EEG3-1,0.25mA,PreNeutral,15.0,nrem,18.9
rem,Ca_EEG3-1,0.25mA,PreNeutral,15.0,rem,6.0
rem,Ca_EEG2-3,1.5mA,PostNeutral,15.0,rem,37.714285714285715
sws,Ca_EEG2-3,1.5mA,PostNeutral,15.0,nrem,50.3265306122449
wake,Ca_EEG3-1,0.25mA,PostNeutral,15.0,wake,89.2
wake,Ca_EEG_Pilot1,1.5mA,PostAversive,15.0,wake,33.57142857142857
wake,Ca_EEG3-3,0.25mA,PostNeutral,16.0,wake,193.71428571428572
rem,Ca_EEG3-4,0.25mA,PostNeutral,16.0,rem,13.799999999999999
sws,Ca_EEG3-3,0.25mA,PostNeutral,16.0,nrem,58.39999999999999
sws,Ca_EEG3-3,0.25mA,PreNeutral,16.0,nrem,69.75
sws,Ca_EEG3-4,0.25mA,PreNeutral,16.0,nrem,26.945454545454545
wake,Ca_EEG3-3,0.25mA,PreNeutral,16.0,wake,79.75
wake,Ca_EEG3-4,0.25mA,PostNeutral,16.0,wake,57.42857142857143
sws,Ca_EEG3-4,0.25mA,PostNeutral,16.0,nrem,21.875
wake,Ca_EEG3-2,0.25mA,PostAversive,16.0,wake,15.600000000000001
wake,Ca_EEG3-2,0.25mA,PreNeutral,16.0,wake,36.62068965517241
sws,Ca_EEG3-2,0.25mA,PreNeutral,16.0,nrem,59.400000000000006
rem,Ca_EEG3-2,0.25mA,PreNeutral,16.0,rem,12.461538461538463
wake,Ca_EEG3-4,0.25mA,PostAversive,16.0,wake,55.800000000000004
sws,Ca_EEG3-4,0.25mA,PostAversive,16.0,nrem,41.44186046511628
rem,Ca_EEG3-4,0.25mA,PostAversive,16.0,rem,8.470588235294118
rem,Ca_EEG3-3,0.25mA,PreNeutral,16.0,rem,6.0
sws,Ca_EEG3-2,0.25mA,PostAversive,16.0,nrem,101.6
rem,Ca_EEG3-2,0.25mA,PostAversive,16.0,rem,20.0
wake,Ca_EEG3-2,0.25mA,PostNeutral,16.0,wake,41.30769230769231
sws,Ca_EEG3-2,0.25mA,PostNeutral,16.0,nrem,58.16666666666667
sws,Ca_EEG3-3,0.25mA,PostAversive,16.0,nrem,59.0
wake,Ca_EEG3-3,0.25mA,PostAversive,16.0,wake,222.46153846153848
rem,Ca_EEG3-3,0.25mA,PostNeutral,16.0,rem,6.0
wake,Ca_EEG3-4,0.25mA,PreNeutral,16.0,wake,58.45161290322581
rem,Ca_EEG3-4,0.25mA,PreNeutral,16.0,rem,12.24
rem,Ca_EEG3-2,0.25mA,PostNeutral,16.0,rem,36.0
sws,Ca_EEG2-3,1.5mA,PostNeutral,16.0,nrem,38.849999999999994
sws,Ca_EEG2-2,1.5mA,PostNeutral,16.0,nrem,74.88
sws,Ca_EEG3-1,0.25mA,PostAversive,16.0,nrem,19.105263157894736
rem,Ca_EEG3-1,0.25mA,PostAversive,16.0,rem,15.0
wake,Ca_EEG2-1,1.5mA,PostNeutral,16.0,wake,40.09090909090909
sws,Ca_EEG2-1,1.5mA,PostAversive,16.0,nrem,6.0
wake,Ca_EEG2-1,1.5mA,PostAversive,16.0,wake,1797.0
sws,Ca_EEG_Pilot1,1.5mA,PostNeutral,16.0,nrem,65.28
rem,Ca_EEG_Pilot1,1.5mA,PostNeutral,16.0,rem,17.142857142857142
rem,Ca_EEG2-2,1.5mA,PreNeutral,16.0,rem,15.0
sws,Ca_EEG2-2,1.5mA,PreNeutral,16.0,nrem,101.17241379310346
wake,Ca_EEG2-2,1.5mA,PreNeutral,16.0,wake,28.153846153846153
wake,Ca_EEG3-1,0.25mA,PostNeutral,16.0,wake,15.625
sws,Ca_EEG3-1,0.25mA,PostNeutral,16.0,nrem,35.04347826086956
rem,Ca_EEG3-1,0.25mA,PostNeutral,16.0,rem,16.615384615384613
rem,Ca_EEG2-2,1.5mA,PostNeutral,16.0,rem,19.0
sws,Ca_EEG2-1,1.5mA,PostNeutral,16.0,nrem,42.21818181818182
wake,Ca_EEG2-2,1.5mA,PostNeutral,16.0,wake,80.69999999999999
sws,Ca_EEG2-2,1.5mA,PostAversive,16.0,nrem,122.18181818181819
wake,Ca_EEG2-2,1.5mA,PostAversive,16.0,wake,56.400000000000006
rem,Ca_EEG2-3,1.5mA,PreNeutral,16.0,rem,25.5
sws,Ca_EEG2-3,1.5mA,PreNeutral,16.0,nrem,52.800000000000004
wake,Ca_EEG2-3,1.5mA,PreNeutral,16.0,wake,128.5263157894737
wake,Ca_EEG3-1,0.25mA,PreNeutral,16.0,wake,3600.0
wake,Ca_EEG_Pilot1,1.5mA,PreNeutral,16.0,wake,51.483870967741936
sws,Ca_EEG_Pilot1,1.5mA,PreNeutral,16.0,nrem,43.463414634146346
rem,Ca_EEG2-3,1.5mA,PostNeutral,16.0,rem,17.25
rem,Ca_EEG_Pilot1,1.5mA,PreNeutral,16.0,rem,17.076923076923077
wake,Ca_EEG2-3,1.5mA,PostNeutral,16.0,wake,56.117647058823536
rem,Ca_EEG2-3,1.5mA,PostAversive,16.0,rem,10.666666666666666
sws,Ca_EEG2-3,1.5mA,PostAversive,16.0,nrem,54.1875
wake,Ca_EEG2-3,1.5mA,PostAversive,16.0,wake,70.80000000000001
rem,Ca_EEG2-2,1.5mA,PostAversive,16.0,rem,24.85714285714286
rem,Ca_EEG2-1,1.5mA,PostNeutral,16.0,rem,10.421052631578949
wake,Ca_EEG_Pilot1,1.5mA,PostNeutral,16.0,wake,97.26315789473684
rem,Ca_EEG_Pilot2,1.5mA,PostNeutral,16.0,rem,12.0
rem,Ca_EEG_Pilot1,1.5mA,PostAversive,16.0,rem,14.399999999999999
sws,Ca_EEG_Pilot2,1.5mA,PreNeutral,16.0,nrem,98.39999999999999
rem,Ca_EEG_Pilot2,1.5mA,PreNeutral,16.0,rem,6.0
wake,Ca_EEG3-1,0.25mA,PostAversive,16.0,wake,83.45454545454545
wake,Ca_EEG_Pilot2,1.5mA,PostAversive,16.0,wake,551.0
wake,Ca_EEG_Pilot2,1.5mA,PreNeutral,16.0,wake,261.0
sws,Ca_EEG_Pilot2,1.5mA,PostAversive,16.0,nrem,41.14285714285714
wake,Ca_EEG_Pilot1,1.5mA,PostAversive,16.0,wake,68.06896551724138
rem,Ca_EEG_Pilot2,1.5mA,PostAversive,16.0,rem,6.0
sws,Ca_EEG_Pilot2,1.5mA,PostNeutral,16.0,nrem,70.9090909090909
rem,Ca_EEG2-1,1.5mA,PreNeutral,16.0,rem,9.642857142857142
sws,Ca_EEG2-1,1.5mA,PreNeutral,16.0,nrem,57.95454545454545
wake,Ca_EEG2-1,1.5mA,PreNeutral,16.0,wake,43.333333333333336
sws,Ca_EEG_Pilot1,1.5mA,PostAversive,16.0,nrem,48.5625
wake,Ca_EEG_Pilot2,1.5mA,PostNeutral,16.0,wake,100.19999999999999
wake,Ca_EEG_Pilot2,1.5mA,PreNeutral,17.0,wake,382.5
rem,Ca_EEG2-3,1.5mA,PreNeutral,17.0,rem,21.0
wake,Ca_EEG2-2,1.5mA,PostAversive,17.0,wake,54.8
sws,Ca_EEG2-3,1.5mA,PreNeutral,17.0,nrem,48.38709677419355
sws,Ca_EEG2-2,1.5mA,PostAversive,17.0,nrem,88.71428571428572
rem,Ca_EEG2-2,1.5mA,PostAversive,17.0,rem,19.6
wake,Ca_EEG2-3,1.5mA,PreNeutral,17.0,wake,80.5
wake,Ca_EEG_Pilot1,1.5mA,PreNeutral,17.0,wake,86.2
sws,Ca_EEG_Pilot2,1.5mA,PreNeutral,17.0,nrem,77.14285714285714
sws,Ca_EEG2-1,1.5mA,PreNeutral,17.0,nrem,27.088235294117645
sws,Ca_EEG3-2,0.25mA,PostAversive,17.0,nrem,48.0
rem,Ca_EEG2-3,1.5mA,PostAversive,17.0,rem,12.461538461538463
wake,Ca_EEG3-4,0.25mA,PostNeutral,17.0,wake,84.68571428571428
sws,Ca_EEG3-4,0.25mA,PostNeutral,17.0,nrem,17.314285714285713
rem,Ca_EEG3-4,0.25mA,PostNeutral,17.0,rem,10.0
wake,Ca_EEG3-4,0.25mA,PostAversive,17.0,wake,64.25806451612902
sws,Ca_EEG3-4,0.25mA,PostAversive,17.0,nrem,27.346153846153847
wake,Ca_EEG3-2,0.25mA,PostAversive,17.0,wake,24.450000000000003
rem,Ca_EEG3-4,0.25mA,PostAversive,17.0,rem,8.08695652173913
sws,Ca_EEG2-3,1.5mA,PostNeutral,17.0,nrem,33.800000000000004
rem,Ca_EEG2-3,1.5mA,PostNeutral,17.0,rem,6.0
wake,Ca_EEG_Pilot1,1.5mA,PostAversive,17.0,wake,84.1875
sws,Ca_EEG_Pilot1,1.5mA,PostAversive,17.0,nrem,26.294117647058826
rem,Ca_EEG_Pilot1,1.5mA,PostAversive,17.0,rem,6.0
sws,Ca_EEG_Pilot1,1.5mA,PreNeutral,17.0,nrem,34.96551724137931
wake,Ca_EEG2-3,1.5mA,PostNeutral,17.0,wake,86.0
rem,Ca_EEG3-2,0.25mA,PostAversive,17.0,rem,31.846153846153847
sws,Ca_EEG2-2,1.5mA,PostNeutral,17.0,nrem,72.46153846153845
sws,Ca_EEG3-3,0.25mA,PreNeutral,17.0,nrem,48.0
wake,Ca_EEG2-1,1.5mA,PreNeutral,17.0,wake,30.588235294117645
wake,Ca_EEG3-3,0.25mA,PostAversive,17.0,wake,147.20000000000002
sws,Ca_EEG3-3,0.25mA,PostAversive,17.0,nrem,72.0
rem,Ca_EEG3-3,0.25mA,PostAversive,17.0,rem,32.0
wake,Ca_EEG_Pilot2,1.5mA,PostAversive,17.0,wake,196.15384615384616
sws,Ca_EEG_Pilot2,1.5mA,PostAversive,17.0,nrem,66.4
rem,Ca_EEG2-1,1.5mA,PostNeutral,17.0,rem,8.571428571428571
sws,Ca_EEG2-1,1.5mA,PostNeutral,17.0,nrem,47.519999999999996
wake,Ca_EEG2-1,1.5mA,PostNeutral,17.0,wake,163.71428571428572
wake,Ca_EEG_Pilot1,1.5mA,PostNeutral,17.0,wake,115.36363636363636
rem,Ca_EEG_Pilot2,1.5mA,PostAversive,17.0,rem,18.0
rem,Ca_EEG2-1,1.5mA,PostAversive,17.0,rem,10.153846153846153
sws,Ca_EEG2-1,1.5mA,PostAversive,17.0,nrem,66.76923076923077
wake,Ca_EEG2-1,1.5mA,PostAversive,17.0,wake,48.8
sws,Ca_EEG_Pilot1,1.5mA,PostNeutral,17.0,nrem,37.333333333333336
rem,Ca_EEG_Pilot1,1.5mA,PostNeutral,17.0,rem,7.714285714285715
sws,Ca_EEG2-3,1.5mA,PostAversive,17.0,nrem,50.714285714285715
wake,Ca_EEG3-3,0.25mA,PreNeutral,17.0,wake,120.57142857142857
wake,Ca_EEG2-2,1.5mA,PostNeutral,17.0,wake,20.75
rem,Ca_EEG2-1,1.5mA,PreNeutral,17.0,rem,9.0
rem,Ca_EEG2-2,1.5mA,PostNeutral,17.0,rem,17.25
wake,Ca_EEG2-2,1.5mA,PreNeutral,17.0,wake,58.153846153846146
sws,Ca_EEG2-2,1.5mA,PreNeutral,17.0,nrem,87.85714285714286
rem,Ca_EEG3-3,0.25mA,PreNeutral,17.0,rem,6.0
rem,Ca_EEG2-2,1.5mA,PreNeutral,17.0,rem,24.0
wake,Ca_EEG_Pilot2,1.5mA,PostNeutral,17.0,wake,281.45454545454544
wake,Ca_EEG3-4,0.25mA,PreNeutral,17.0,wake,42.17142857142857
sws,Ca_EEG3-4,0.25mA,PreNeutral,17.0,nrem,24.521739130434785
rem,Ca_EEG3-4,0.25mA,PreNeutral,17.0,rem,10.536585365853659
rem,Ca_EEG3-3,0.25mA,PostNeutral,17.0,rem,27.69230769230769
