,Mouse,Amplitude,Day,TimeBin,SleepState,StateLength
sws,Ca_EEG2-2,1.5mA,PreNeutral,4.0,nrem,77.29411764705883
wake,Ca_EEG3-4,0.25mA,PostAversive,4.0,wake,13.6
sws,Ca_EEG3-4,0.25mA,PostAversive,4.0,nrem,28.866666666666667
rem,Ca_EEG3-4,0.25mA,PostAversive,4.0,rem,10.363636363636363
rem,Ca_EEG_Pilot1,1.5mA,PostAversive,4.0,rem,22.363636363636363
rem,Ca_EEG3-4,0.25mA,PreNeutral,4.0,rem,8.27027027027027
sws,Ca_EEG_Pilot1,1.5mA,PostNeutral,4.0,nrem,50.086956521739125
sws,Ca_EEG3-4,0.25mA,PreNeutral,4.0,nrem,21.0
rem,Ca_EEG2-2,1.5mA,PreNeutral,4.0,rem,21.0
sws,Ca_EEG_Pilot1,1.5mA,PostAversive,4.0,nrem,56.47826086956522
wake,Ca_EEG_Pilot1,1.5mA,PostAversive,4.0,wake,18.9
rem,Ca_EEG2-2,1.5mA,PostNeutral,4.0,rem,24.545454545454547
sws,Ca_EEG2-2,1.5mA,PostNeutral,4.0,nrem,67.14285714285714
wake,Ca_EEG2-2,1.5mA,PostNeutral,4.0,wake,160.0
wake,Ca_EEG3-2,0.25mA,PostNeutral,4.0,wake,31.142857142857146
rem,Ca_EEG3-2,0.25mA,PostNeutral,4.0,rem,15.272727272727273
wake,Ca_EEG3-3,0.25mA,PostNeutral,4.0,wake,10.615384615384615
sws,Ca_EEG3-3,0.25mA,PostNeutral,4.0,nrem,78.3076923076923
rem,Ca_EEG3-3,0.25mA,PostNeutral,4.0,rem,14.57142857142857
wake,Ca_EEG3-4,0.25mA,PreNeutral,4.0,wake,22.864864864864867
sws,Ca_EEG2-2,1.5mA,PostAversive,4.0,nrem,55.56
rem,Ca_EEG3-1,0.25mA,PostAversive,4.0,rem,9.0
sws,Ca_EEG3-1,0.25mA,PostNeutral,4.0,nrem,26.29787234042553
rem,Ca_EEG3-3,0.25mA,PostAversive,4.0,rem,11.538461538461538
sws,Ca_EEG3-3,0.25mA,PostAversive,4.0,nrem,65.51351351351352
wake,Ca_EEG2-2,1.5mA,PostAversive,4.0,wake,20.869565217391305
wake,Ca_EEG2-1,1.5mA,PostAversive,4.0,wake,172.94117647058823
wake,Ca_EEG2-3,1.5mA,PostNeutral,4.0,wake,16.764705882352942
sws,Ca_EEG2-3,1.5mA,PostNeutral,4.0,nrem,45.05084745762712
rem,Ca_EEG2-3,1.5mA,PostNeutral,4.0,rem,12.827586206896552
sws,Ca_EEG2-1,1.5mA,PostAversive,4.0,nrem,21.923076923076923
rem,Ca_EEG2-3,1.5mA,PreNeutral,4.0,rem,13.5
sws,Ca_EEG2-3,1.5mA,PreNeutral,4.0,nrem,54.5
wake,Ca_EEG2-3,1.5mA,PreNeutral,4.0,wake,128.47058823529412
rem,Ca_EEG2-3,1.5mA,PostAversive,4.0,rem,15.0
rem,Ca_EEG2-1,1.5mA,PostAversive,4.0,rem,9.0
sws,Ca_EEG_Pilot1,1.5mA,PreNeutral,4.0,nrem,57.65853658536585
rem,Ca_EEG_Pilot1,1.5mA,PreNeutral,4.0,rem,12.48
wake,Ca_EEG3-3,0.25mA,PreNeutral,4.0,wake,20.16
sws,Ca_EEG3-3,0.25mA,PreNeutral,4.0,nrem,67.65
rem,Ca_EEG3-3,0.25mA,PreNeutral,4.0,rem,20.526315789473685
wake,Ca_EEG3-4,0.25mA,PostNeutral,4.0,wake,48.46153846153846
sws,Ca_EEG3-4,0.25mA,PostNeutral,4.0,nrem,27.507692307692306
rem,Ca_EEG3-4,0.25mA,PostNeutral,4.0,rem,12.0
wake,Ca_EEG3-3,0.25mA,PostAversive,4.0,wake,46.10526315789474
wake,Ca_EEG_Pilot2,1.5mA,PostNeutral,4.0,wake,11.142857142857142
sws,Ca_EEG_Pilot2,1.5mA,PostNeutral,4.0,nrem,87.94285714285714
wake,Ca_EEG_Pilot1,1.5mA,PreNeutral,4.0,wake,43.714285714285715
sws,Ca_EEG2-3,1.5mA,PostAversive,4.0,nrem,48.244897959183675
wake,Ca_EEG3-1,0.25mA,PostNeutral,4.0,wake,61.83333333333333
wake,Ca_EEG_Pilot2,1.5mA,PostAversive,4.0,wake,152.57142857142856
sws,Ca_EEG2-1,1.5mA,PostNeutral,4.0,nrem,32.88461538461539
wake,Ca_EEG2-3,1.5mA,PostAversive,4.0,wake,33.839999999999996
wake,Ca_EEG_Pilot2,1.5mA,PreNeutral,4.0,wake,14.0
wake,Ca_EEG2-1,1.5mA,PostNeutral,4.0,wake,80.21052631578948
rem,Ca_EEG2-1,1.5mA,PostNeutral,4.0,rem,10.457142857142857
rem,Ca_EEG_Pilot2,1.5mA,PostAversive,4.0,rem,11.294117647058822
rem,Ca_EEG3-2,0.25mA,PreNeutral,4.0,rem,22.799999999999997
sws,Ca_EEG_Pilot2,1.5mA,PostAversive,4.0,nrem,41.03225806451613
sws,Ca_EEG3-2,0.25mA,PreNeutral,4.0,nrem,55.111111111111114
wake,Ca_EEG3-2,0.25mA,PreNeutral,4.0,wake,104.66666666666666
rem,Ca_EEG_Pilot2,1.5mA,PreNeutral,4.0,rem,11.485714285714286
sws,Ca_EEG_Pilot2,1.5mA,PreNeutral,4.0,nrem,65.8695652173913
wake,Ca_EEG3-1,0.25mA,PostAversive,4.0,wake,49.5
sws,Ca_EEG3-1,0.25mA,PostAversive,4.0,nrem,38.86363636363637
rem,Ca_EEG3-1,0.25mA,PostAversive,5.0,rem,12.0
rem,Ca_EEG3-3,0.25mA,PostAversive,5.0,rem,15.0
rem,Ca_EEG2-2,1.5mA,PreNeutral,5.0,rem,24.0
sws,Ca_EEG2-2,1.5mA,PreNeutral,5.0,nrem,85.0
wake,Ca_EEG2-2,1.5mA,PreNeutral,5.0,wake,185.39999999999998
wake,Ca_EEG3-1,0.25mA,PostAversive,5.0,wake,78.44444444444444
wake,Ca_EEG3-3,0.25mA,PostNeutral,5.0,wake,66.0
sws,Ca_EEG3-3,0.25mA,PostAversive,5.0,nrem,81.77142857142857
wake,Ca_EEG3-3,0.25mA,PostAversive,5.0,wake,35.333333333333336
sws,Ca_EEG3-1,0.25mA,PostAversive,5.0,nrem,35.526315789473685
wake,Ca_EEG3-2,0.25mA,PreNeutral,5.0,wake,12.214285714285714
wake,Ca_EEG_Pilot1,1.5mA,PreNeutral,5.0,wake,33.0
sws,Ca_EEG_Pilot1,1.5mA,PreNeutral,5.0,nrem,49.34693877551021
sws,Ca_EEG3-2,0.25mA,PreNeutral,5.0,nrem,62.608695652173914
rem,Ca_EEG3-2,0.25mA,PreNeutral,5.0,rem,15.75
wake,Ca_EEG_Pilot1,1.5mA,PostNeutral,5.0,wake,38.25
wake,Ca_EEG2-1,1.5mA,PostAversive,5.0,wake,99.27272727272728
rem,Ca_EEG3-2,0.25mA,PostNeutral,5.0,rem,24.666666666666664
sws,Ca_EEG3-2,0.25mA,PostNeutral,5.0,nrem,89.47826086956522
sws,Ca_EEG2-1,1.5mA,PostAversive,5.0,nrem,26.454545454545453
rem,Ca_EEG_Pilot1,1.5mA,PreNeutral,5.0,rem,8.857142857142858
sws,Ca_EEG_Pilot1,1.5mA,PostNeutral,5.0,nrem,38.22222222222222
wake,Ca_EEG3-2,0.25mA,PostNeutral,5.0,wake,69.47368421052632
wake,Ca_EEG3-1,0.25mA,PostNeutral,5.0,wake,25.333333333333336
sws,Ca_EEG3-1,0.25mA,PostNeutral,5.0,nrem,28.676470588235293
rem,Ca_EEG3-1,0.25mA,PostNeutral,5.0,rem,14.842105263157896
wake,Ca_EEG2-1,1.5mA,PostNeutral,5.0,wake,413.0
sws,Ca_EEG2-1,1.5mA,PostNeutral,5.0,nrem,45.81818181818182
rem,Ca_EEG2-1,1.5mA,PostNeutral,5.0,rem,6.705882352941177
rem,Ca_EEG_Pilot1,1.5mA,PostNeutral,5.0,rem,9.75
rem,Ca_EEG2-1,1.5mA,PostAversive,5.0,rem,9.333333333333334
sws,Ca_EEG3-4,0.25mA,PreNeutral,5.0,nrem,17.085714285714285
wake,Ca_EEG3-4,0.25mA,PostAversive,5.0,wake,90.3157894736842
rem,Ca_EEG2-3,1.5mA,PreNeutral,5.0,rem,12.24
wake,Ca_EEG3-1,0.25mA,PreNeutral,5.0,wake,118.42105263157895
sws,Ca_EEG3-1,0.25mA,PreNeutral,5.0,nrem,45.85714285714286
rem,Ca_EEG3-1,0.25mA,PreNeutral,5.0,rem,6.6000000000000005
rem,Ca_EEG3-2,0.25mA,PostAversive,5.0,rem,19.09090909090909
sws,Ca_EEG3-2,0.25mA,PostAversive,5.0,nrem,44.89655172413793
wake,Ca_EEG3-2,0.25mA,PostAversive,5.0,wake,94.9090909090909
wake,Ca_EEG3-4,0.25mA,PostNeutral,5.0,wake,35.53846153846154
rem,Ca_EEG2-3,1.5mA,PostNeutral,5.0,rem,11.217391304347826
sws,Ca_EEG2-3,1.5mA,PostNeutral,5.0,nrem,35.51020408163265
rem,Ca_EEG2-2,1.5mA,PostAversive,5.0,rem,11.625
sws,Ca_EEG2-2,1.5mA,PostAversive,5.0,nrem,47.37931034482759
wake,Ca_EEG2-2,1.5mA,PostAversive,5.0,wake,127.5
wake,Ca_EEG_Pilot2,1.5mA,PostAversive,5.0,wake,120.4
sws,Ca_EEG_Pilot2,1.5mA,PostAversive,5.0,nrem,94.33333333333333
rem,Ca_EEG_Pilot2,1.5mA,PostAversive,5.0,rem,19.200000000000003
sws,Ca_EEG3-3,0.25mA,PostNeutral,5.0,nrem,76.34482758620689
wake,Ca_EEG2-3,1.5mA,PostNeutral,5.0,wake,50.0625
rem,Ca_EEG_Pilot2,1.5mA,PreNeutral,5.0,rem,20.0
sws,Ca_EEG_Pilot2,1.5mA,PreNeutral,5.0,nrem,51.33333333333333
wake,Ca_EEG_Pilot2,1.5mA,PreNeutral,5.0,wake,1509.0
rem,Ca_EEG2-3,1.5mA,PostAversive,5.0,rem,19.200000000000003
sws,Ca_EEG2-3,1.5mA,PostAversive,5.0,nrem,69.71428571428571
wake,Ca_EEG2-3,1.5mA,PostAversive,5.0,wake,176.72727272727272
rem,Ca_EEG3-3,0.25mA,PostNeutral,5.0,rem,19.411764705882355
wake,Ca_EEG3-3,0.25mA,PreNeutral,5.0,wake,58.61538461538462
rem,Ca_EEG3-4,0.25mA,PostAversive,5.0,rem,7.949999999999999
wake,Ca_EEG_Pilot2,1.5mA,PostNeutral,5.0,wake,269.3333333333333
wake,Ca_EEG2-1,1.5mA,PreNeutral,5.0,wake,293.3333333333333
sws,Ca_EEG2-1,1.5mA,PreNeutral,5.0,nrem,49.66666666666667
rem,Ca_EEG2-1,1.5mA,PreNeutral,5.0,rem,6.6000000000000005
sws,Ca_EEG3-4,0.25mA,PostAversive,5.0,nrem,25.39285714285714
sws,Ca_EEG2-3,1.5mA,PreNeutral,5.0,nrem,42.625
rem,Ca_EEG3-4,0.25mA,PreNeutral,5.0,rem,11.52
wake,Ca_EEG3-4,0.25mA,PreNeutral,5.0,wake,26.914285714285715
rem,Ca_EEG_Pilot1,1.5mA,PostAversive,5.0,rem,14.0
sws,Ca_EEG_Pilot1,1.5mA,PostAversive,5.0,nrem,55.5
sws,Ca_EEG3-4,0.25mA,PostNeutral,5.0,nrem,23.857142857142858
sws,Ca_EEG3-3,0.25mA,PreNeutral,5.0,nrem,111.65217391304348
sws,Ca_EEG_Pilot2,1.5mA,PostNeutral,5.0,nrem,73.19999999999999
wake,Ca_EEG_Pilot1,1.5mA,PostAversive,5.0,wake,51.21428571428572
rem,Ca_EEG2-2,1.5mA,PostNeutral,5.0,rem,19.846153846153847
sws,Ca_EEG2-2,1.5mA,PostNeutral,5.0,nrem,127.92
wake,Ca_EEG2-2,1.5mA,PostNeutral,5.0,wake,11.076923076923077
rem,Ca_EEG_Pilot2,1.5mA,PostNeutral,5.0,rem,13.0
wake,Ca_EEG2-3,1.5mA,PreNeutral,5.0,wake,30.75
rem,Ca_EEG3-3,0.25mA,PreNeutral,5.0,rem,20.76923076923077
rem,Ca_EEG3-4,0.25mA,PostNeutral,5.0,rem,10.029850746268657
rem,Ca_EEG3-3,0.25mA,PostAversive,6.0,rem,12.8
sws,Ca_EEG2-3,1.5mA,PostNeutral,6.0,nrem,62.70967741935483
wake,Ca_EEG2-3,1.5mA,PostNeutral,6.0,wake,68.85714285714286
wake,Ca_EEG2-1,1.5mA,PostAversive,6.0,wake,649.2
wake,Ca_EEG3-2,0.25mA,PreNeutral,6.0,wake,24.833333333333336
rem,Ca_EEG2-1,1.5mA,PostAversive,6.0,rem,6.0
rem,Ca_EEG2-3,1.5mA,PostNeutral,6.0,rem,16.153846153846153
wake,Ca_EEG2-3,1.5mA,PreNeutral,6.0,wake,34.375
sws,Ca_EEG2-3,1.5mA,PreNeutral,6.0,nrem,35.64
rem,Ca_EEG2-3,1.5mA,PreNeutral,6.0,rem,22.285714285714285
sws,Ca_EEG3-2,0.25mA,PreNeutral,6.0,nrem,34.54838709677419
sws,Ca_EEG2-1,1.5mA,PostAversive,6.0,nrem,35.333333333333336
rem,Ca_EEG3-2,0.25mA,PreNeutral,6.0,rem,17.090909090909093
wake,Ca_EEG2-3,1.5mA,PostAversive,6.0,wake,61.36363636363636
sws,Ca_EEG3-3,0.25mA,PreNeutral,6.0,nrem,69.63157894736841
rem,Ca_EEG3-3,0.25mA,PostNeutral,6.0,rem,15.42857142857143
sws,Ca_EEG3-3,0.25mA,PostNeutral,6.0,nrem,64.86486486486487
wake,Ca_EEG3-3,0.25mA,PostNeutral,6.0,wake,43.8
wake,Ca_EEG2-2,1.5mA,PreNeutral,6.0,wake,57.15789473684211
sws,Ca_EEG2-2,1.5mA,PreNeutral,6.0,nrem,71.625
rem,Ca_EEG3-1,0.25mA,PostNeutral,6.0,rem,10.666666666666666
sws,Ca_EEG3-1,0.25mA,PostNeutral,6.0,nrem,27.450000000000003
wake,Ca_EEG3-1,0.25mA,PostNeutral,6.0,wake,96.25
wake,Ca_EEG3-2,0.25mA,PostNeutral,6.0,wake,14.482758620689655
sws,Ca_EEG3-2,0.25mA,PostNeutral,6.0,nrem,55.82608695652174
rem,Ca_EEG3-2,0.25mA,PostNeutral,6.0,rem,24.94736842105263
rem,Ca_EEG2-2,1.5mA,PostNeutral,6.0,rem,6.0
sws,Ca_EEG2-2,1.5mA,PostNeutral,6.0,nrem,121.19999999999999
wake,Ca_EEG2-2,1.5mA,PostNeutral,6.0,wake,996.0
wake,Ca_EEG3-1,0.25mA,PreNeutral,6.0,wake,16.666666666666664
sws,Ca_EEG3-1,0.25mA,PreNeutral,6.0,nrem,33.41666666666667
rem,Ca_EEG3-1,0.25mA,PreNeutral,6.0,rem,13.363636363636363
rem,Ca_EEG3-2,0.25mA,PostAversive,6.0,rem,18.0
sws,Ca_EEG3-2,0.25mA,PostAversive,6.0,nrem,84.0
wake,Ca_EEG3-2,0.25mA,PostAversive,6.0,wake,18.75
rem,Ca_EEG3-1,0.25mA,PostAversive,6.0,rem,11.5
sws,Ca_EEG3-1,0.25mA,PostAversive,6.0,nrem,24.27586206896552
sws,Ca_EEG2-3,1.5mA,PostAversive,6.0,nrem,47.26829268292683
rem,Ca_EEG2-3,1.5mA,PostAversive,6.0,rem,14.857142857142858
rem,Ca_EEG2-2,1.5mA,PostAversive,6.0,rem,25.799999999999997
wake,Ca_EEG3-1,0.25mA,PostAversive,6.0,wake,17.322580645161292
sws,Ca_EEG2-2,1.5mA,PostAversive,6.0,nrem,129.71428571428572
wake,Ca_EEG2-2,1.5mA,PostAversive,6.0,wake,51.5
wake,Ca_EEG3-3,0.25mA,PreNeutral,6.0,wake,37.76470588235294
rem,Ca_EEG3-3,0.25mA,PreNeutral,6.0,rem,13.565217391304348
sws,Ca_EEG3-3,0.25mA,PostAversive,6.0,nrem,41.53846153846154
rem,Ca_EEG2-2,1.5mA,PreNeutral,6.0,rem,17.076923076923077
wake,Ca_EEG3-4,0.25mA,PostAversive,6.0,wake,16.434782608695652
wake,Ca_EEG_Pilot1,1.5mA,PostNeutral,6.0,wake,80.64
sws,Ca_EEG2-1,1.5mA,PreNeutral,6.0,nrem,54.92307692307692
rem,Ca_EEG2-1,1.5mA,PreNeutral,6.0,rem,8.823529411764707
rem,Ca_EEG3-4,0.25mA,PreNeutral,6.0,rem,12.461538461538463
sws,Ca_EEG3-4,0.25mA,PreNeutral,6.0,nrem,22.75
wake,Ca_EEG3-4,0.25mA,PreNeutral,6.0,wake,78.0
rem,Ca_EEG_Pilot2,1.5mA,PreNeutral,6.0,rem,11.833333333333334
rem,Ca_EEG_Pilot2,1.5mA,PostNeutral,6.0,rem,12.0
wake,Ca_EEG_Pilot2,1.5mA,PostNeutral,6.0,wake,40.333333333333336
sws,Ca_EEG3-4,0.25mA,PostAversive,6.0,nrem,23.81818181818182
rem,Ca_EEG3-4,0.25mA,PostAversive,6.0,rem,10.463414634146341
rem,Ca_EEG_Pilot1,1.5mA,PostAversive,6.0,rem,10.285714285714285
wake,Ca_EEG_Pilot1,1.5mA,PostAversive,6.0,wake,53.73913043478261
sws,Ca_EEG_Pilot1,1.5mA,PostAversive,6.0,nrem,67.27272727272728
sws,Ca_EEG_Pilot2,1.5mA,PostNeutral,6.0,nrem,73.83333333333333
sws,Ca_EEG_Pilot2,1.5mA,PostAversive,6.0,nrem,60.0
wake,Ca_EEG_Pilot2,1.5mA,PostAversive,6.0,wake,186.85714285714286
rem,Ca_EEG2-1,1.5mA,PostNeutral,6.0,rem,7.199999999999999
wake,Ca_EEG_Pilot2,1.5mA,PreNeutral,6.0,wake,23.0
wake,Ca_EEG3-3,0.25mA,PostAversive,6.0,wake,68.53846153846155
sws,Ca_EEG_Pilot1,1.5mA,PostNeutral,6.0,nrem,50.400000000000006
wake,Ca_EEG2-1,1.5mA,PostNeutral,6.0,wake,330.6666666666667
wake,Ca_EEG_Pilot1,1.5mA,PreNeutral,6.0,wake,92.5
sws,Ca_EEG_Pilot1,1.5mA,PreNeutral,6.0,nrem,51.25
rem,Ca_EEG_Pilot1,1.5mA,PreNeutral,6.0,rem,18.0
sws,Ca_EEG2-1,1.5mA,PostNeutral,6.0,nrem,29.05263157894737
sws,Ca_EEG_Pilot2,1.5mA,PreNeutral,6.0,nrem,63.0
wake,Ca_EEG2-1,1.5mA,PreNeutral,6.0,wake,202.20000000000002
rem,Ca_EEG_Pilot2,1.5mA,PostAversive,6.0,rem,6.0
rem,Ca_EEG3-4,0.25mA,PostNeutral,6.0,rem,10.153846153846153
sws,Ca_EEG3-4,0.25mA,PostNeutral,6.0,nrem,21.91578947368421
wake,Ca_EEG3-4,0.25mA,PostNeutral,6.0,wake,26.0
rem,Ca_EEG_Pilot1,1.5mA,PostNeutral,6.0,rem,10.285714285714285
wake,Ca_EEG2-2,1.5mA,PostNeutral,7.0,wake,20.526315789473685
sws,Ca_EEG2-2,1.5mA,PreNeutral,7.0,nrem,51.473684210526315
rem,Ca_EEG2-2,1.5mA,PreNeutral,7.0,rem,10.8
wake,Ca_EEG3-2,0.25mA,PostAversive,7.0,wake,53.714285714285715
rem,Ca_EEG3-3,0.25mA,PostAversive,7.0,rem,14.25
sws,Ca_EEG2-3,1.5mA,PostNeutral,7.0,nrem,36.25
rem,Ca_EEG3-4,0.25mA,PostAversive,7.0,rem,11.34375
sws,Ca_EEG3-4,0.25mA,PostAversive,7.0,nrem,18.666666666666668
wake,Ca_EEG3-4,0.25mA,PostAversive,7.0,wake,35.11764705882353
rem,Ca_EEG2-3,1.5mA,PostNeutral,7.0,rem,12.857142857142858
wake,Ca_EEG2-3,1.5mA,PostNeutral,7.0,wake,138.94736842105263
wake,Ca_EEG2-2,1.5mA,PreNeutral,7.0,wake,64.9090909090909
rem,Ca_EEG3-1,0.25mA,PreNeutral,7.0,rem,9.705882352941178
rem,Ca_EEG2-2,1.5mA,PostNeutral,7.0,rem,12.666666666666668
wake,Ca_EEG2-1,1.5mA,PreNeutral,7.0,wake,267.33333333333337
rem,Ca_EEG3-3,0.25mA,PostNeutral,7.0,rem,12.666666666666668
sws,Ca_EEG3-3,0.25mA,PostNeutral,7.0,nrem,64.83870967741936
wake,Ca_EEG3-3,0.25mA,PostNeutral,7.0,wake,113.5
sws,Ca_EEG2-1,1.5mA,PreNeutral,7.0,nrem,62.333333333333336
rem,Ca_EEG2-1,1.5mA,PreNeutral,7.0,rem,8.0
wake,Ca_EEG_Pilot2,1.5mA,PreNeutral,7.0,wake,219.60000000000002
sws,Ca_EEG_Pilot2,1.5mA,PreNeutral,7.0,nrem,74.33333333333334
rem,Ca_EEG_Pilot2,1.5mA,PreNeutral,7.0,rem,7.333333333333334
rem,Ca_EEG2-3,1.5mA,PostAversive,7.0,rem,14.869565217391305
sws,Ca_EEG2-3,1.5mA,PostAversive,7.0,nrem,53.85365853658537
wake,Ca_EEG2-3,1.5mA,PostAversive,7.0,wake,50.0
rem,Ca_EEG3-4,0.25mA,PreNeutral,7.0,rem,9.9375
sws,Ca_EEG3-4,0.25mA,PreNeutral,7.0,nrem,21.789473684210527
wake,Ca_EEG3-4,0.25mA,PreNeutral,7.0,wake,21.285714285714285
wake,Ca_EEG_Pilot1,1.5mA,PostAversive,7.0,wake,281.45454545454544
sws,Ca_EEG_Pilot1,1.5mA,PostAversive,7.0,nrem,39.5
rem,Ca_EEG_Pilot1,1.5mA,PostAversive,7.0,rem,10.0
rem,Ca_EEG3-1,0.25mA,PostNeutral,7.0,rem,12.8
sws,Ca_EEG3-1,0.25mA,PreNeutral,7.0,nrem,35.53846153846154
wake,Ca_EEG3-1,0.25mA,PreNeutral,7.0,wake,52.66666666666667
rem,Ca_EEG3-2,0.25mA,PostAversive,7.0,rem,22.714285714285715
sws,Ca_EEG3-2,0.25mA,PostAversive,7.0,nrem,63.35294117647059
sws,Ca_EEG2-2,1.5mA,PostNeutral,7.0,nrem,65.18181818181819
sws,Ca_EEG3-1,0.25mA,PostNeutral,7.0,nrem,52.66666666666667
wake,Ca_EEG3-4,0.25mA,PostNeutral,7.0,wake,86.0
wake,Ca_EEG2-3,1.5mA,PreNeutral,7.0,wake,198.0
sws,Ca_EEG_Pilot1,1.5mA,PreNeutral,7.0,nrem,40.0
wake,Ca_EEG_Pilot1,1.5mA,PreNeutral,7.0,wake,559.0
rem,Ca_EEG_Pilot2,1.5mA,PostAversive,7.0,rem,7.714285714285715
wake,Ca_EEG_Pilot1,1.5mA,PostNeutral,7.0,wake,226.71428571428572
sws,Ca_EEG_Pilot1,1.5mA,PostNeutral,7.0,nrem,23.076923076923077
sws,Ca_EEG_Pilot2,1.5mA,PostAversive,7.0,nrem,80.11764705882354
wake,Ca_EEG_Pilot2,1.5mA,PostAversive,7.0,wake,218.39999999999998
sws,Ca_EEG2-1,1.5mA,PostAversive,7.0,nrem,31.62162162162162
rem,Ca_EEG3-1,0.25mA,PostAversive,7.0,rem,8.25
wake,Ca_EEG3-1,0.25mA,PostAversive,7.0,wake,126.78260869565217
wake,Ca_EEG3-1,0.25mA,PostNeutral,7.0,wake,63.0
sws,Ca_EEG2-3,1.5mA,PreNeutral,7.0,nrem,42.0
rem,Ca_EEG3-3,0.25mA,PreNeutral,7.0,rem,18.545454545454547
sws,Ca_EEG3-3,0.25mA,PreNeutral,7.0,nrem,65.14285714285714
wake,Ca_EEG3-3,0.25mA,PreNeutral,7.0,wake,92.47058823529412
rem,Ca_EEG2-1,1.5mA,PostAversive,7.0,rem,9.0
sws,Ca_EEG3-1,0.25mA,PostAversive,7.0,nrem,22.07142857142857
rem,Ca_EEG3-2,0.25mA,PreNeutral,7.0,rem,37.2
rem,Ca_EEG_Pilot1,1.5mA,PreNeutral,7.0,rem,6.0
wake,Ca_EEG_Pilot2,1.5mA,PostNeutral,7.0,wake,142.5
sws,Ca_EEG3-3,0.25mA,PostAversive,7.0,nrem,67.24137931034483
wake,Ca_EEG3-3,0.25mA,PostAversive,7.0,wake,94.80000000000001
sws,Ca_EEG3-4,0.25mA,PostNeutral,7.0,nrem,23.764705882352942
rem,Ca_EEG3-4,0.25mA,PostNeutral,7.0,rem,11.172413793103448
rem,Ca_EEG2-1,1.5mA,PostNeutral,7.0,rem,10.25
sws,Ca_EEG3-2,0.25mA,PreNeutral,7.0,nrem,102.4
wake,Ca_EEG2-1,1.5mA,PostNeutral,7.0,wake,508.79999999999995
wake,Ca_EEG3-2,0.25mA,PostNeutral,7.0,wake,44.06896551724138
sws,Ca_EEG2-1,1.5mA,PostNeutral,7.0,nrem,28.928571428571427
rem,Ca_EEG3-2,0.25mA,PostNeutral,7.0,rem,15.789473684210527
rem,Ca_EEG_Pilot2,1.5mA,PostNeutral,7.0,rem,6.0
sws,Ca_EEG_Pilot2,1.5mA,PostNeutral,7.0,nrem,35.42857142857143
wake,Ca_EEG2-2,1.5mA,PostAversive,7.0,wake,70.5
sws,Ca_EEG2-2,1.5mA,PostAversive,7.0,nrem,51.0
rem,Ca_EEG2-2,1.5mA,PostAversive,7.0,rem,15.818181818181817
wake,Ca_EEG3-2,0.25mA,PreNeutral,7.0,wake,170.72727272727272
sws,Ca_EEG3-2,0.25mA,PostNeutral,7.0,nrem,49.3170731707317
wake,Ca_EEG2-1,1.5mA,PostAversive,7.0,wake,30.46153846153846
rem,Ca_EEG_Pilot2,1.5mA,PostAversive,8.0,rem,10.0
rem,Ca_EEG2-2,1.5mA,PostAversive,8.0,rem,12.0
sws,Ca_EEG_Pilot2,1.5mA,PostAversive,8.0,nrem,103.82608695652175
wake,Ca_EEG_Pilot2,1.5mA,PostAversive,8.0,wake,91.0
wake,Ca_EEG3-3,0.25mA,PreNeutral,8.0,wake,84.0
rem,Ca_EEG3-4,0.25mA,PostNeutral,8.0,rem,9.88888888888889
rem,Ca_EEG3-3,0.25mA,PreNeutral,8.0,rem,15.5
sws,Ca_EEG3-4,0.25mA,PostNeutral,8.0,nrem,20.831460674157302
wake,Ca_EEG3-4,0.25mA,PostNeutral,8.0,wake,31.894736842105264
rem,Ca_EEG2-1,1.5mA,PreNeutral,8.0,rem,10.222222222222221
wake,Ca_EEG2-3,1.5mA,PostNeutral,8.0,wake,3600.0
wake,Ca_EEG3-2,0.25mA,PostAversive,8.0,wake,45.75
sws,Ca_EEG3-2,0.25mA,PostAversive,8.0,nrem,38.5531914893617
rem,Ca_EEG3-2,0.25mA,PostAversive,8.0,rem,14.57142857142857
wake,Ca_EEG2-2,1.5mA,PostNeutral,8.0,wake,101.07692307692308
sws,Ca_EEG2-2,1.5mA,PostNeutral,8.0,nrem,111.66666666666666
rem,Ca_EEG2-2,1.5mA,PostNeutral,8.0,rem,46.0
rem,Ca_EEG_Pilot2,1.5mA,PostNeutral,8.0,rem,12.75
sws,Ca_EEG_Pilot2,1.5mA,PostNeutral,8.0,nrem,80.85714285714286
wake,Ca_EEG_Pilot2,1.5mA,PostNeutral,8.0,wake,128.57142857142856
wake,Ca_EEG2-3,1.5mA,PreNeutral,8.0,wake,62.048780487804876
sws,Ca_EEG2-3,1.5mA,PreNeutral,8.0,nrem,24.450000000000003
rem,Ca_EEG2-3,1.5mA,PreNeutral,8.0,rem,39.0
wake,Ca_EEG3-4,0.25mA,PreNeutral,8.0,wake,61.125
sws,Ca_EEG3-4,0.25mA,PreNeutral,8.0,nrem,17.485714285714284
rem,Ca_EEG3-4,0.25mA,PreNeutral,8.0,rem,10.0
sws,Ca_EEG3-3,0.25mA,PreNeutral,8.0,nrem,82.84615384615385
sws,Ca_EEG2-1,1.5mA,PreNeutral,8.0,nrem,45.1578947368421
wake,Ca_EEG2-2,1.5mA,PostAversive,8.0,wake,149.6
wake,Ca_EEG_Pilot2,1.5mA,PreNeutral,8.0,wake,169.28571428571428
rem,Ca_EEG3-4,0.25mA,PostAversive,8.0,rem,8.170212765957446
