,Mouse,Amplitude,TimeBin,Motion
0,RLI5-1,0.25mA,1,1.650466567748268
1,RLI5-2,1.5mA,1,2.297272820107127
2,RLI5-3,0.25mA,1,2.8489122748214135
3,RLI5-4,1.5mA,1,2.242899811989078
4,RLI5-5,0.25mA,1,1.0708353932267973
5,RLI5-6,1.5mA,1,1.8578604151099074
6,RLI5-7,0.25mA,1,2.8780899642919904
7,RLI5-8,1.5mA,1,1.9660545886960765
8,RLI5-9,0.25mA,1,2.409558244621501
9,RLI5-10,1.5mA,1,2.821952693311742
10,RLI6-1,0.25mA,1,2.3117070838257168
11,RLI6-2,1.5mA,1,2.492027371536686
12,RLI6-3,0.25mA,1,2.261459635616068
13,RLI6-4,1.5mA,1,3.7598828763047654
14,RLI6-6,1.5mA,1,2.9432957793083587
15,RLI6-8,0.25mA,1,2.674667110612189
16,RLI6-9,1.5mA,1,1.9720368493163372
17,RLI6-10,0.25mA,1,2.8745190222475965
18,RLI6-11,1.5mA,1,3.2537351735170295
19,RLI6-12,0.25mA,1,3.3914299905338163
20,RLI8-3,1.5mA,1,2.356793535364111
21,RLI8-6,1.5mA,1,1.9231094729073437
22,RLI5-1,0.25mA,2,1.6022655064826
23,RLI5-2,1.5mA,2,2.293042415463745
24,RLI5-3,0.25mA,2,2.933451101805613
25,RLI5-4,1.5mA,2,2.4712362920359823
26,RLI5-5,0.25mA,2,0.4739889826451099
27,RLI5-6,1.5mA,2,1.5384250168273292
28,RLI5-7,0.25mA,2,2.9928742431245823
29,RLI5-8,1.5mA,2,2.237468507525894
30,RLI5-9,0.25mA,2,2.2586187351456224
31,RLI5-10,1.5mA,2,2.726613870337997
32,RLI6-1,0.25mA,2,2.942514201328908
33,RLI6-2,1.5mA,2,2.5061339864940515
34,RLI6-3,0.25mA,2,2.6079461292397177
35,RLI6-4,1.5mA,2,3.3317591689088344
36,RLI6-6,1.5mA,2,3.1162095135258525
37,RLI6-8,0.25mA,2,3.4229994308927907
38,RLI6-9,1.5mA,2,2.41985791487735
39,RLI6-10,0.25mA,2,3.0080607242148845
40,RLI6-11,1.5mA,2,2.5205826804982827
41,RLI6-12,0.25mA,2,3.197213942794824
42,RLI8-3,1.5mA,2,1.885365232701652
43,RLI8-6,1.5mA,2,1.8697363686862054
44,RLI5-1,0.25mA,3,1.8099830576199045
45,RLI5-2,1.5mA,3,2.2664767884178643
46,RLI5-3,0.25mA,3,2.469374913143103
47,RLI5-4,1.5mA,3,2.1085901700029526
48,RLI5-5,0.25mA,3,1.2277727801874996
49,RLI5-6,1.5mA,3,0.5164639441323388
50,RLI5-7,0.25mA,3,2.932331238945978
51,RLI5-8,1.5mA,3,2.293088065652163
