,Mouse,Amplitude,BehavioralState,Ensemble,FiringRate,CellIndex
0,RLI9-1,1.5mA,Quiet Rest,Remaining,0.055901482029442784,0.0
1,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.0410297536282582,1.0
2,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.037388980026829305,2.0
3,RLI9-1,1.5mA,Quiet Rest,Fear,-0.003013676351368802,3.0
4,RLI9-1,1.5mA,Quiet Rest,Fear,-0.03312061083383436,4.0
5,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.002416667725890415,5.0
6,RLI9-1,1.5mA,Quiet Rest,Remaining,0.013912405065804424,6.0
7,RLI9-1,1.5mA,Quiet Rest,Fear,0.030924923944411944,7.0
8,RLI9-1,1.5mA,Quiet Rest,Fear,0.017302431521329716,8.0
9,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.044158472748161204,9.0
10,RLI9-1,1.5mA,Quiet Rest,Fear,-0.04085991614783791,10.0
11,RLI9-1,1.5mA,Quiet Rest,Fear,-0.05055562259860823,11.0
12,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.035031252700700705,12.0
13,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.030575130700329283,13.0
14,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04675128267477123,14.0
15,RLI9-1,1.5mA,Quiet Rest,Fear,0.29126073386111695,15.0
16,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04873960639067791,16.0
17,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.03420562103908084,17.0
18,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04752683671886465,18.0
19,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.02808177948296124,19.0
20,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.03951361080942282,20.0
21,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04980622431342356,21.0
22,RLI9-1,1.5mA,Quiet Rest,Fear,-0.04695193612995516,22.0
23,RLI9-1,1.5mA,Quiet Rest,Fear,-0.04600292387126559,23.0
24,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.050915740100569304,24.0
25,RLI9-1,1.5mA,Quiet Rest,Remaining,0.005522165927762924,25.0
26,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.05131144078120714,26.0
27,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04716111390902318,27.0
28,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.009026030640001457,28.0
29,RLI9-1,1.5mA,Quiet Rest,Remaining,0.034385357612936866,29.0
30,RLI9-1,1.5mA,Quiet Rest,Remaining,0.04523463633086814,30.0
31,RLI9-1,1.5mA,Quiet Rest,Remaining,0.05141797346040486,31.0
32,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.026159723234457904,32.0
33,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04141209196305488,33.0
34,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.051838443221554446,34.0
35,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.018991067841744227,35.0
36,RLI9-1,1.5mA,Quiet Rest,Fear,-0.040635094244188985,36.0
37,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04891451884330824,37.0
38,RLI9-1,1.5mA,Quiet Rest,Fear,-0.03262466113649934,38.0
39,RLI9-1,1.5mA,Quiet Rest,Fear,-0.04738195865152012,39.0
40,RLI9-1,1.5mA,Quiet Rest,Fear,-0.0405357266938343,40.0
41,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.030849190380118647,41.0
42,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.01844978605753053,42.0
43,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.0468890675595073,43.0
44,RLI9-1,1.5mA,Quiet Rest,Remaining,0.004525739710539455,44.0
45,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.02578939798973179,45.0
46,RLI9-1,1.5mA,Quiet Rest,Fear,-0.042565476883012425,46.0
47,RLI9-1,1.5mA,Quiet Rest,Fear,-0.03517624585380482,47.0
48,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.048675154117690925,48.0
49,RLI9-1,1.5mA,Quiet Rest,Remaining,0.019476030562728043,49.0
50,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.05043565011991787,50.0
51,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.051384534295808235,51.0
52,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.048418094398709005,52.0
53,RLI9-1,1.5mA,Quiet Rest,Fear,-0.04007439485458323,53.0
54,RLI9-1,1.5mA,Quiet Rest,Remaining,0.017735110458774364,54.0
55,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04847479566585909,55.0
56,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.05172134495822827,56.0
57,RLI9-1,1.5mA,Quiet Rest,Fear,-0.042316069225574376,57.0
58,RLI9-1,1.5mA,Quiet Rest,Fear,-0.02928240819537126,58.0
59,RLI9-1,1.5mA,Quiet Rest,Fear,-0.010898528667725511,59.0
60,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.002158926930466271,60.0
61,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04349766447664856,61.0
62,RLI9-1,1.5mA,Quiet Rest,Fear,-0.04094098644376578,62.0
63,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.0442117161270829,63.0
64,RLI9-1,1.5mA,Quiet Rest,Fear,0.10226941555292256,64.0
65,RLI9-1,1.5mA,Quiet Rest,Fear,-0.04840188472756554,65.0
66,RLI9-1,1.5mA,Quiet Rest,Fear,-0.044438612839772705,66.0
67,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.017560762079192736,67.0
68,RLI9-1,1.5mA,Quiet Rest,Fear,-0.038679920253769005,68.0
69,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.0426429946975691,69.0
70,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.0420550281223207,70.0
71,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04254367417604364,71.0
72,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.03257537309526383,72.0
73,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.029519603087389372,73.0
74,RLI9-1,1.5mA,Quiet Rest,Fear,-0.03869834860782543,74.0
75,RLI9-1,1.5mA,Quiet Rest,Fear,-0.029037145267564537,75.0
76,RLI9-1,1.5mA,Quiet Rest,Fear,-0.0207368713918704,76.0
77,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.003953728270773006,77.0
78,RLI9-1,1.5mA,Quiet Rest,Remaining,0.0443188304651107,78.0
79,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04332300733227641,79.0
80,RLI9-1,1.5mA,Quiet Rest,Remaining,0.03820144834680687,80.0
81,RLI9-1,1.5mA,Quiet Rest,Fear,0.5761840359454904,81.0
82,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.03822763405537004,82.0
83,RLI9-1,1.5mA,Quiet Rest,Fear,-0.04564002227756181,83.0
84,RLI9-1,1.5mA,Quiet Rest,Fear,-0.04155109017299102,84.0
85,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.049018847534935135,85.0
86,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.02566269805238169,86.0
87,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.03436702676904735,87.0
88,RLI9-1,1.5mA,Quiet Rest,Remaining,0.011777736704008784,88.0
89,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.02996611117141302,89.0
90,RLI9-1,1.5mA,Quiet Rest,Fear,-0.003713270621613213,90.0
91,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04430284924557638,91.0
92,RLI9-1,1.5mA,Quiet Rest,Fear,0.14382810031581136,92.0
93,RLI9-1,1.5mA,Quiet Rest,Remaining,0.11281424731381177,93.0
94,RLI9-1,1.5mA,Quiet Rest,Fear,-0.023465850178864774,94.0
95,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04176937849549678,95.0
96,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.040469166169961504,96.0
97,RLI9-1,1.5mA,Quiet Rest,Fear,-0.03591285665829253,97.0
98,RLI9-1,1.5mA,Quiet Rest,Fear,-0.046618379008780055,98.0
99,RLI9-1,1.5mA,Quiet Rest,Remaining,0.053247843869654636,99.0
100,RLI9-1,1.5mA,Quiet Rest,Fear,-0.03909196355223895,100.0
101,RLI9-1,1.5mA,Quiet Rest,Fear,-0.04918648336171827,101.0
102,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.026441699659120244,102.0
103,RLI9-1,1.5mA,Quiet Rest,Fear,-0.046731001384084994,103.0
104,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.023201931908674416,104.0
105,RLI9-1,1.5mA,Quiet Rest,Remaining,0.03506881505039262,105.0
106,RLI9-1,1.5mA,Quiet Rest,Fear,-0.002037548766762619,106.0
107,RLI9-1,1.5mA,Quiet Rest,Fear,-0.05056006877912299,107.0
108,RLI9-1,1.5mA,Quiet Rest,Fear,-0.0473668451928255,108.0
109,RLI9-1,1.5mA,Quiet Rest,Fear,-0.04016631525937613,109.0
110,RLI9-1,1.5mA,Quiet Rest,Remaining,0.0018724261025251075,110.0
111,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.047895401734688134,111.0
112,RLI9-1,1.5mA,Quiet Rest,Fear,-0.042864953620570974,112.0
113,RLI9-1,1.5mA,Quiet Rest,Remaining,0.023080539554711375,113.0
114,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.012482151371104632,114.0
115,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.050533845684888515,115.0
116,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.05095926704713876,116.0
117,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04191148549361916,117.0
118,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.051838443221554446,118.0
119,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04863828647742627,119.0
120,RLI9-1,1.5mA,Quiet Rest,Fear,-0.05027028079642676,120.0
121,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04302392642449696,121.0
122,RLI9-1,1.5mA,Quiet Rest,Fear,-0.05099560914888014,122.0
123,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04929014572750419,123.0
124,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04384786761699571,124.0
125,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04934567437968993,125.0
126,RLI9-1,1.5mA,Quiet Rest,Fear,-0.05078948557543029,126.0
127,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04773632958788941,127.0
128,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04740973102017978,128.0
129,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04955770330877989,129.0
130,RLI9-1,1.5mA,Quiet Rest,Fear,-0.034243921032038736,130.0
131,RLI9-1,1.5mA,Quiet Rest,Fear,-0.011503969708037052,131.0
132,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04825771791081441,132.0
133,RLI9-1,1.5mA,Quiet Rest,Fear,-0.004416635250583136,133.0
134,RLI9-1,1.5mA,Quiet Rest,Fear,-0.03519087310296176,134.0
135,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.02719471693266257,135.0
136,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04550526092481931,136.0
137,RLI9-1,1.5mA,Quiet Rest,Fear,-0.049216218879069795,137.0
138,RLI9-1,1.5mA,Quiet Rest,Remaining,0.07916971491500292,138.0
139,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.051838443221554446,139.0
140,RLI9-1,1.5mA,Quiet Rest,Fear,0.0270874746321561,140.0
141,RLI9-1,1.5mA,Quiet Rest,Fear,-0.03989903718782996,141.0
142,RLI9-1,1.5mA,Quiet Rest,Remaining,0.08612685119836053,142.0
143,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.007610176088388095,143.0
144,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.0027893737879800674,144.0
145,RLI9-1,1.5mA,Quiet Rest,Fear,0.025061441773553607,145.0
146,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.049749095698262295,146.0
147,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.048497853853841255,147.0
148,RLI9-1,1.5mA,Quiet Rest,Fear,0.10676395219294181,148.0
149,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04548205569291665,149.0
150,RLI9-1,1.5mA,Quiet Rest,Fear,-0.05024119850249085,150.0
151,RLI9-1,1.5mA,Quiet Rest,Fear,-0.01847812664477396,151.0
152,RLI9-1,1.5mA,Quiet Rest,Remaining,0.018671264266974307,152.0
153,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.03794224626385598,153.0
154,RLI9-1,1.5mA,Quiet Rest,Fear,-0.042671118985883036,154.0
155,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.01885518902621747,155.0
156,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.05083060449852351,156.0
157,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.03810557466144066,157.0
158,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.018321673034815238,158.0
159,RLI9-1,1.5mA,Quiet Rest,Fear,-0.031500757936359564,159.0
160,RLI9-1,1.5mA,Quiet Rest,Fear,-0.04449265930443902,160.0
161,RLI9-1,1.5mA,Quiet Rest,Fear,-0.03463060831152628,161.0
162,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04992198740044528,162.0
163,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.03558818904214062,163.0
164,RLI9-1,1.5mA,Quiet Rest,Fear,-0.048833080586820655,164.0
165,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04015210053013178,165.0
166,RLI9-1,1.5mA,Quiet Rest,Fear,0.026088844261014814,166.0
167,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04311083716178467,167.0
168,RLI9-1,1.5mA,Quiet Rest,Fear,-0.035481953963352506,168.0
169,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04594076116576149,169.0
170,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.03261699546634588,170.0
171,RLI9-1,1.5mA,Quiet Rest,Fear,-0.04608955445424169,171.0
172,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.02564071022024174,172.0
173,RLI9-1,1.5mA,Quiet Rest,Fear,-0.04085814234397353,173.0
174,RLI9-1,1.5mA,Quiet Rest,Fear,0.08052458935290796,174.0
175,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.013131109361122724,175.0
176,RLI9-1,1.5mA,Quiet Rest,Remaining,0.007560026853681184,176.0
177,RLI9-1,1.5mA,Quiet Rest,Fear,0.135367469245534,177.0
178,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.05016715888403871,178.0
179,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04753087120808599,179.0
180,RLI9-1,1.5mA,Quiet Rest,Fear,-0.04648343922206316,180.0
181,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04813177069043503,181.0
182,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.001989838083801638,182.0
183,RLI9-1,1.5mA,Quiet Rest,Fear,0.060183694420923035,183.0
184,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.05092816362770536,184.0
185,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.050940884163234126,185.0
186,RLI9-1,1.5mA,Quiet Rest,Remaining,0.07903841931391492,186.0
187,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.048396280449436946,187.0
188,RLI9-1,1.5mA,Quiet Rest,Fear,-0.05151527242397692,188.0
189,RLI9-1,1.5mA,Quiet Rest,Fear,-0.04604352375887477,189.0
190,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04740329631652496,190.0
191,RLI9-1,1.5mA,Quiet Rest,Fear,-0.025833365107633535,191.0
192,RLI9-1,1.5mA,Quiet Rest,Remaining,0.0017537590280271025,192.0
193,RLI9-1,1.5mA,Quiet Rest,Fear,-0.0029703669358025096,193.0
194,RLI9-1,1.5mA,Quiet Rest,Fear,-0.04157654226885279,194.0
195,RLI9-1,1.5mA,Quiet Rest,Fear,-0.049083049315154254,195.0
196,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.051430444221787164,196.0
197,RLI9-1,1.5mA,Quiet Rest,Fear,-0.05000443039892637,197.0
198,RLI9-1,1.5mA,Quiet Rest,Fear,0.051994837282321765,198.0
199,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.03775485114159571,199.0
200,RLI9-1,1.5mA,Quiet Rest,Remaining,0.014047518310727118,200.0
201,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.047984201971893785,201.0
202,RLI9-1,1.5mA,Quiet Rest,Fear,-0.040132649999595184,202.0
203,RLI9-1,1.5mA,Quiet Rest,Fear,-0.04728708750743962,203.0
204,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.048884569795892764,204.0
205,RLI9-1,1.5mA,Quiet Rest,Remaining,0.07931619587668517,205.0
206,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.05019828455724477,206.0
207,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.029098275989239825,207.0
208,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.05079393835054195,208.0
209,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.049915432988119166,209.0
210,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.05051573893602018,210.0
211,RLI9-1,1.5mA,Quiet Rest,Fear,-0.0420775721421145,211.0
212,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.01165831891572627,212.0
213,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.00795618860477303,213.0
214,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04912901502845542,214.0
215,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.03437764601477448,215.0
216,RLI9-1,1.5mA,Quiet Rest,Fear,-0.04112192870408445,216.0
217,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.036778143793281697,217.0
218,RLI9-1,1.5mA,Quiet Rest,Fear,-0.03978402317541766,218.0
219,RLI9-1,1.5mA,Quiet Rest,Fear,-0.010773899228402757,219.0
220,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.040358563331017235,220.0
221,RLI9-1,1.5mA,Quiet Rest,Fear,-0.019519475461116764,221.0
222,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.013400023862455332,222.0
223,RLI9-1,1.5mA,Quiet Rest,Fear,-0.004735223458848283,223.0
224,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04681116515462275,224.0
225,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.023215171408250482,225.0
226,RLI9-1,1.5mA,Quiet Rest,Fear,-0.011790224115470998,226.0
227,RLI9-1,1.5mA,Quiet Rest,Fear,-0.020581123172883433,227.0
228,RLI9-1,1.5mA,Quiet Rest,Fear,-0.03615009753926758,228.0
229,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04325183820837748,229.0
230,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.007587035668087033,230.0
231,RLI9-1,1.5mA,Quiet Rest,Fear,-0.03559838728521931,231.0
232,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.047974068324916304,232.0
233,RLI9-1,1.5mA,Quiet Rest,Fear,-0.005446647160822408,233.0
234,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04575336965501853,234.0
235,RLI9-1,1.5mA,Quiet Rest,Fear,-0.02184377822824716,235.0
236,RLI9-1,1.5mA,Quiet Rest,Fear,-0.04822535370569298,236.0
237,RLI9-1,1.5mA,Quiet Rest,Remaining,0.030460251209931462,237.0
238,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.05049474640029238,238.0
239,RLI9-1,1.5mA,Quiet Rest,Fear,-0.051727102910708624,239.0
240,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.051838443221554446,240.0
241,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04448310586674929,241.0
242,RLI9-1,1.5mA,Quiet Rest,Fear,-0.044293403017731534,242.0
243,RLI9-1,1.5mA,Quiet Rest,Fear,-0.041139381163428586,243.0
244,RLI9-1,1.5mA,Quiet Rest,Fear,-0.03565983740955097,244.0
245,RLI9-1,1.5mA,Quiet Rest,Fear,-0.051838443221554446,245.0
246,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04231545750522231,246.0
247,RLI9-1,1.5mA,Quiet Rest,Fear,-0.030674463236146074,247.0
248,RLI9-1,1.5mA,Quiet Rest,Fear,-0.022006800091823403,248.0
249,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.00335515748710654,249.0
250,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04874442349149471,250.0
251,RLI9-1,1.5mA,Quiet Rest,Fear,-0.05068443462291499,251.0
252,RLI9-1,1.5mA,Quiet Rest,Fear,-0.051838443221554446,252.0
253,RLI9-1,1.5mA,Quiet Rest,Fear,0.001727545035282944,253.0
254,RLI9-1,1.5mA,Quiet Rest,Fear,-0.036418678034635645,254.0
255,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04970129609566729,255.0
256,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04687383180980916,256.0
257,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.0202068386748212,257.0
258,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.041225920614302046,258.0
259,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.049951701827441616,259.0
260,RLI9-1,1.5mA,Quiet Rest,Fear,-0.04501520287634224,260.0
261,RLI9-1,1.5mA,Quiet Rest,Fear,-0.051838443221554446,261.0
262,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.051838443221554446,262.0
263,RLI9-1,1.5mA,Quiet Rest,Fear,-0.044395056531980816,263.0
264,RLI9-1,1.5mA,Quiet Rest,Fear,-0.04569234330663124,264.0
265,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.0462533294989777,265.0
266,RLI9-1,1.5mA,Quiet Rest,Fear,-0.031148683973485018,266.0
267,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.01795841080537836,267.0
268,RLI9-1,1.5mA,Quiet Rest,Remaining,0.010857634161365154,268.0
269,RLI9-1,1.5mA,Quiet Rest,Fear,-0.047300059028657145,269.0
270,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.044089442119445495,270.0
271,RLI9-1,1.5mA,Quiet Rest,Fear,-0.049812170201505676,271.0
272,RLI9-1,1.5mA,Quiet Rest,Fear,-0.047467108871813345,272.0
273,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.034465437283278416,273.0
274,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04091120774040082,274.0
275,RLI9-1,1.5mA,Quiet Rest,Fear,-0.037964623577618865,275.0
276,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04759411135756402,276.0
277,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.025913006080826445,277.0
278,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.03385086392353662,278.0
279,RLI9-1,1.5mA,Quiet Rest,Fear,0.040985934979638476,279.0
280,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04461165285658111,280.0
281,RLI9-1,1.5mA,Quiet Rest,Remaining,0.13939538149350209,281.0
282,RLI9-1,1.5mA,Quiet Rest,Fear,0.13868906421334687,282.0
283,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04374569998142214,283.0
284,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.007657675255180478,284.0
285,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.05094804211848686,285.0
286,RLI9-1,1.5mA,Quiet Rest,Remaining,0.0005844691406739418,286.0
287,RLI9-1,1.5mA,Quiet Rest,Remaining,0.0625091162884884,287.0
288,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.05133072848710342,288.0
289,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04953273539916803,289.0
290,RLI9-1,1.5mA,Quiet Rest,Fear,0.014432607515457474,290.0
291,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.05154178711170302,291.0
292,RLI9-1,1.5mA,Quiet Rest,Fear,-0.04296001784463676,292.0
293,RLI9-1,1.5mA,Quiet Rest,Fear,0.0012915268063641327,293.0
294,RLI9-1,1.5mA,Quiet Rest,Fear,-0.051838443221554446,294.0
295,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.00731260421030063,295.0
296,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04282135991313026,296.0
297,RLI9-1,1.5mA,Quiet Rest,Fear,0.04775049795353695,297.0
298,RLI9-1,1.5mA,Quiet Rest,Fear,-0.04718775289443986,298.0
299,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04616459718570806,299.0
300,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04120107518257155,300.0
301,RLI9-1,1.5mA,Quiet Rest,Fear,0.12275304445869877,301.0
302,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.037937365930380176,302.0
303,RLI9-1,1.5mA,Quiet Rest,Remaining,0.06835725709036419,303.0
304,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.02937171407057591,304.0
305,RLI9-1,1.5mA,Quiet Rest,Remaining,0.0027716370913651376,305.0
306,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.032850114476017385,306.0
307,RLI9-1,1.5mA,Quiet Rest,Fear,0.020847512945609773,307.0
308,RLI9-1,1.5mA,Quiet Rest,Fear,-0.029957614306912718,308.0
309,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.0356294386900542,309.0
310,RLI9-1,1.5mA,Quiet Rest,Fear,-0.040623685684398336,310.0
311,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.03216395918180196,311.0
312,RLI9-1,1.5mA,Quiet Rest,Fear,-0.051743038605353134,312.0
313,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.017779526543787852,313.0
314,RLI9-1,1.5mA,Quiet Rest,Fear,0.0004279073925721063,314.0
315,RLI9-1,1.5mA,Quiet Rest,Fear,0.07839842573578987,315.0
316,RLI9-1,1.5mA,Quiet Rest,Remaining,0.041325858730023486,316.0
317,RLI9-1,1.5mA,Quiet Rest,Remaining,0.11223073452602532,317.0
318,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.04874505617926991,318.0
319,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.03794197711800268,319.0
320,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.03388383113477659,320.0
321,RLI9-1,1.5mA,Quiet Rest,Remaining,0.038495625341959994,321.0
322,RLI9-1,1.5mA,Quiet Rest,Fear,-0.03290695678183721,322.0
323,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.008609211322265383,323.0
324,RLI9-1,1.5mA,Quiet Rest,Fear,-0.03488143611519743,324.0
325,RLI9-1,1.5mA,Quiet Rest,Fear,-0.04140816990971025,325.0
326,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.025590142418114862,326.0
327,RLI9-1,1.5mA,Quiet Rest,Fear,-0.0455322029130079,327.0
328,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.031389259033676516,328.0
329,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.025889283201155983,329.0
330,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.03894537971168964,330.0
331,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.03945919391119449,331.0
332,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.005692806235780494,332.0
333,RLI9-1,1.5mA,Quiet Rest,Fear,-0.029211082423257127,333.0
334,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.023593164014503582,334.0
335,RLI9-1,1.5mA,Quiet Rest,Remaining,-0.0027864511043088416,335.0
