,Mouse,CutoffFraction,Ensemble,FractionOfGadCells
2,RLI12-3,78,Neutral,0.18602620087336244
3,RLI12-3,78,Remaining,0.5685589519650655
0,RLI12-3,80,Aversive,0.04425531914893617
1,RLI12-3,80,Overlap,0.2076595744680851
2,RLI12-3,80,Neutral,0.19404255319148936
3,RLI12-3,80,Remaining,0.5540425531914893
0,RLI12-3,82,Aversive,0.04318936877076412
1,RLI12-3,82,Overlap,0.21760797342192692
2,RLI12-3,82,Neutral,0.19767441860465115
3,RLI12-3,82,Remaining,0.5415282392026578
0,RLI12-3,84,Aversive,0.05190592051905921
1,RLI12-3,84,Overlap,0.21248986212489862
2,RLI12-3,84,Neutral,0.19302514193025141
3,RLI12-3,84,Remaining,0.5425790754257908
0,RLI12-3,86,Aversive,0.0625494853523357
1,RLI12-3,86,Overlap,0.20744259699129058
2,RLI12-3,86,Neutral,0.18844022169437846
3,RLI12-3,86,Remaining,0.5415676959619953
0,RLI12-3,88,Aversive,0.06424148606811146
1,RLI12-3,88,Overlap,0.20356037151702785
2,RLI12-3,88,Neutral,0.18421052631578946
3,RLI12-3,88,Remaining,0.5479876160990712
0,RLI12-3,90,Aversive,0.06429652042360061
1,RLI12-3,90,Overlap,0.1989409984871407
2,RLI12-3,90,Neutral,0.1800302571860817
3,RLI12-3,90,Remaining,0.556732223903177
0,RLI12-3,92,Aversive,0.06291635825314582
1,RLI12-3,92,Overlap,0.19541080680977055
2,RLI12-3,92,Neutral,0.17616580310880828
3,RLI12-3,92,Remaining,0.5655070318282753
0,RLI12-3,94,Aversive,0.06594202898550725
1,RLI12-3,94,Overlap,0.1934782608695652
2,RLI12-3,94,Neutral,0.17246376811594202
3,RLI12-3,94,Remaining,0.5681159420289855
0,RLI12-3,96,Aversive,0.06808510638297872
1,RLI12-3,96,Overlap,0.19361702127659575
2,RLI12-3,96,Neutral,0.16879432624113475
3,RLI12-3,96,Remaining,0.5695035460992908
0,RLI12-3,98,Aversive,0.0778318276580959
1,RLI12-3,98,Overlap,0.18971507991660877
2,RLI12-3,98,Neutral,0.16539263377345378
3,RLI12-3,98,Remaining,0.5670604586518415
0,RLI12-3,100,Aversive,0.08509189925119129
1,RLI12-3,100,Overlap,0.18584070796460178
2,RLI12-3,100,Neutral,0.16201497617426822
3,RLI12-3,100,Remaining,0.5670524166099388
0,RLI12-4,2,Aversive,0.13636363636363635
1,RLI12-4,2,Overlap,0.6363636363636364
2,RLI12-4,2,Neutral,0.13636363636363635
3,RLI12-4,2,Remaining,0.09090909090909091
0,RLI12-4,4,Aversive,0.17777777777777778
1,RLI12-4,4,Overlap,0.6444444444444445
2,RLI12-4,4,Neutral,0.08888888888888889
3,RLI12-4,4,Remaining,0.08888888888888889
0,RLI12-4,6,Aversive,0.17647058823529413
1,RLI12-4,6,Overlap,0.6617647058823529
2,RLI12-4,6,Neutral,0.058823529411764705
3,RLI12-4,6,Remaining,0.10294117647058823
0,RLI12-4,8,Aversive,0.1978021978021978
1,RLI12-4,8,Overlap,0.6153846153846154
2,RLI12-4,8,Neutral,0.06593406593406594
3,RLI12-4,8,Remaining,0.12087912087912088
0,RLI12-4,10,Aversive,0.21052631578947367
1,RLI12-4,10,Overlap,0.5964912280701754
2,RLI12-4,10,Neutral,0.06140350877192982
3,RLI12-4,10,Remaining,0.13157894736842105
0,RLI12-4,12,Aversive,0.22627737226277372
1,RLI12-4,12,Overlap,0.5547445255474452
2,RLI12-4,12,Neutral,0.08029197080291971
3,RLI12-4,12,Remaining,0.1386861313868613
0,RLI12-4,14,Aversive,0.20625
1,RLI12-4,14,Overlap,0.55625
2,RLI12-4,14,Neutral,0.08125
3,RLI12-4,14,Remaining,0.15625
0,RLI12-4,16,Aversive,0.19672131147540983
1,RLI12-4,16,Overlap,0.5683060109289617
2,RLI12-4,16,Neutral,0.09289617486338798
3,RLI12-4,16,Remaining,0.14207650273224043
0,RLI12-4,18,Aversive,0.2
1,RLI12-4,18,Overlap,0.5658536585365853
2,RLI12-4,18,Neutral,0.08292682926829269
3,RLI12-4,18,Remaining,0.15121951219512195
0,RLI12-4,20,Aversive,0.21052631578947367
1,RLI12-4,20,Overlap,0.5350877192982456
2,RLI12-4,20,Neutral,0.07894736842105263
3,RLI12-4,20,Remaining,0.17543859649122806
0,RLI12-4,22,Aversive,0.19123505976095617
1,RLI12-4,22,Overlap,0.4940239043824701
2,RLI12-4,22,Neutral,0.07171314741035857
3,RLI12-4,22,Remaining,0.24302788844621515
0,RLI12-4,24,Aversive,0.17518248175182483
1,RLI12-4,24,Overlap,0.45255474452554745
2,RLI12-4,24,Neutral,0.06569343065693431
3,RLI12-4,24,Remaining,0.30656934306569344
0,RLI12-4,26,Aversive,0.16161616161616163
1,RLI12-4,26,Overlap,0.4175084175084175
2,RLI12-4,26,Neutral,0.06060606060606061
3,RLI12-4,26,Remaining,0.3602693602693603
0,RLI12-4,28,Aversive,0.15
1,RLI12-4,28,Overlap,0.3875
2,RLI12-4,28,Neutral,0.05625
3,RLI12-4,28,Remaining,0.40625
0,RLI12-4,30,Aversive,0.13994169096209913
1,RLI12-4,30,Overlap,0.36151603498542273
2,RLI12-4,30,Neutral,0.052478134110787174
3,RLI12-4,30,Remaining,0.446064139941691
0,RLI12-4,32,Aversive,0.13114754098360656
1,RLI12-4,32,Overlap,0.33879781420765026
2,RLI12-4,32,Neutral,0.04918032786885246
3,RLI12-4,32,Remaining,0.4808743169398907
0,RLI12-4,34,Aversive,0.12371134020618557
1,RLI12-4,34,Overlap,0.31958762886597936
2,RLI12-4,34,Neutral,0.04639175257731959
3,RLI12-4,34,Remaining,0.5103092783505154
0,RLI12-4,36,Aversive,0.11678832116788321
1,RLI12-4,36,Overlap,0.30170316301703165
2,RLI12-4,36,Neutral,0.043795620437956206
3,RLI12-4,36,Remaining,0.537712895377129
0,RLI12-4,38,Aversive,0.11059907834101383
1,RLI12-4,38,Overlap,0.2857142857142857
2,RLI12-4,38,Neutral,0.041474654377880185
3,RLI12-4,38,Remaining,0.5622119815668203
0,RLI12-4,40,Aversive,0.1050328227571116
1,RLI12-4,40,Overlap,0.2713347921225383
2,RLI12-4,40,Neutral,0.03938730853391685
3,RLI12-4,40,Remaining,0.5842450765864332
0,RLI12-4,42,Aversive,0.1
1,RLI12-4,42,Overlap,0.25833333333333336
2,RLI12-4,42,Neutral,0.0375
3,RLI12-4,42,Remaining,0.6041666666666666
0,RLI12-4,44,Aversive,0.09542743538767395
1,RLI12-4,44,Overlap,0.24652087475149106
2,RLI12-4,44,Neutral,0.03578528827037773
3,RLI12-4,44,Remaining,0.6222664015904572
0,RLI12-4,46,Aversive,0.09125475285171103
1,RLI12-4,46,Overlap,0.23574144486692014
2,RLI12-4,46,Neutral,0.034220532319391636
3,RLI12-4,46,Remaining,0.6387832699619772
0,RLI12-4,48,Aversive,0.08743169398907104
1,RLI12-4,48,Overlap,0.22586520947176686
2,RLI12-4,48,Neutral,0.03278688524590164
3,RLI12-4,48,Remaining,0.6539162112932605
0,RLI12-4,50,Aversive,0.08391608391608392
1,RLI12-4,50,Overlap,0.21678321678321677
2,RLI12-4,50,Neutral,0.03146853146853147
3,RLI12-4,50,Remaining,0.6678321678321678
0,RLI12-4,52,Aversive,0.08080808080808081
1,RLI12-4,52,Overlap,0.20875420875420875
2,RLI12-4,52,Neutral,0.030303030303030304
3,RLI12-4,52,Remaining,0.6801346801346801
0,RLI12-4,54,Aversive,0.07779578606158834
1,RLI12-4,54,Overlap,0.20097244732576985
2,RLI12-4,54,Neutral,0.029173419773095625
3,RLI12-4,54,Remaining,0.6920583468395461
0,RLI12-4,56,Aversive,0.075
1,RLI12-4,56,Overlap,0.19375
2,RLI12-4,56,Neutral,0.028125
3,RLI12-4,56,Remaining,0.703125
0,RLI12-4,58,Aversive,0.07239819004524888
1,RLI12-4,58,Overlap,0.1870286576168929
2,RLI12-4,58,Neutral,0.027149321266968326
3,RLI12-4,58,Remaining,0.7134238310708899
0,RLI12-4,60,Aversive,0.07142857142857142
1,RLI12-4,60,Overlap,0.2055393586005831
2,RLI12-4,60,Neutral,0.026239067055393587
3,RLI12-4,60,Remaining,0.6967930029154519
0,RLI12-4,62,Aversive,0.0691114245416079
1,RLI12-4,62,Overlap,0.231311706629055
2,RLI12-4,62,Neutral,0.02538787023977433
3,RLI12-4,62,Remaining,0.6741889985895627
0,RLI12-4,64,Aversive,0.06693989071038252
1,RLI12-4,64,Overlap,0.25546448087431695
2,RLI12-4,64,Neutral,0.02459016393442623
3,RLI12-4,64,Remaining,0.6530054644808743
0,RLI12-4,66,Aversive,0.06490066225165562
1,RLI12-4,66,Overlap,0.2781456953642384
2,RLI12-4,66,Neutral,0.02384105960264901
3,RLI12-4,66,Remaining,0.633112582781457
0,RLI12-4,68,Aversive,0.06306306306306306
1,RLI12-4,68,Overlap,0.2985842985842986
2,RLI12-4,68,Neutral,0.023166023166023165
3,RLI12-4,68,Remaining,0.6151866151866152
0,RLI12-4,70,Aversive,0.07625
1,RLI12-4,70,Overlap,0.30375
2,RLI12-4,70,Neutral,0.0225
3,RLI12-4,70,Remaining,0.5975
0,RLI12-4,72,Aversive,0.10206561360874848
1,RLI12-4,72,Overlap,0.29526123936816523
2,RLI12-4,72,Neutral,0.02187120291616039
3,RLI12-4,72,Remaining,0.5808019441069259
0,RLI12-4,74,Aversive,0.12647754137115838
1,RLI12-4,74,Overlap,0.2872340425531915
2,RLI12-4,74,Neutral,0.02127659574468085
3,RLI12-4,74,Remaining,0.5650118203309693
0,RLI12-4,76,Aversive,0.12428078250863062
1,RLI12-4,76,Overlap,0.3049482163406214
2,RLI12-4,76,Neutral,0.020713463751438434
3,RLI12-4,76,Remaining,0.5500575373993095
0,RLI12-4,78,Aversive,0.1367713004484305
1,RLI12-4,78,Overlap,0.3071748878923767
2,RLI12-4,78,Neutral,0.020179372197309416
3,RLI12-4,78,Remaining,0.5358744394618834
0,RLI12-4,80,Aversive,0.1366120218579235
1,RLI12-4,80,Overlap,0.31256830601092894
2,RLI12-4,80,Neutral,0.02841530054644809
3,RLI12-4,80,Remaining,0.5224043715846994
0,RLI12-4,82,Aversive,0.13326226012793177
1,RLI12-4,82,Overlap,0.3049040511727079
2,RLI12-4,82,Neutral,0.05223880597014925
3,RLI12-4,82,Remaining,0.509594882729211
0,RLI12-4,84,Aversive,0.13020833333333334
1,RLI12-4,84,Overlap,0.29791666666666666
2,RLI12-4,84,Neutral,0.07395833333333333
3,RLI12-4,84,Remaining,0.4979166666666667
0,RLI12-4,86,Aversive,0.1271617497456765
1,RLI12-4,86,Overlap,0.29094608341810785
2,RLI12-4,86,Neutral,0.09562563580874874
3,RLI12-4,86,Remaining,0.4862665310274669
0,RLI12-4,88,Aversive,0.1242544731610338
1,RLI12-4,88,Overlap,0.28429423459244535
2,RLI12-4,88,Neutral,0.10934393638170974
3,RLI12-4,88,Remaining,0.4821073558648111
0,RLI12-4,90,Aversive,0.12147716229348883
1,RLI12-4,90,Overlap,0.28085519922254615
2,RLI12-4,90,Neutral,0.12633624878522837
3,RLI12-4,90,Remaining,0.4713313896987366
0,RLI12-4,92,Aversive,0.1188212927756654
1,RLI12-4,92,Overlap,0.2965779467680608
2,RLI12-4,92,Neutral,0.12357414448669202
3,RLI12-4,92,Remaining,0.4610266159695818
0,RLI12-4,94,Aversive,0.11627906976744186
1,RLI12-4,94,Overlap,0.3116279069767442
2,RLI12-4,94,Neutral,0.12093023255813953
3,RLI12-4,94,Remaining,0.4511627906976744
0,RLI12-4,96,Aversive,0.11384335154826958
1,RLI12-4,96,Overlap,0.31420765027322406
2,RLI12-4,96,Neutral,0.12932604735883424
3,RLI12-4,96,Remaining,0.4426229508196721
0,RLI12-4,98,Aversive,0.11150758251561106
1,RLI12-4,98,Overlap,0.31311329170383584
2,RLI12-4,98,Neutral,0.14183764495985726
3,RLI12-4,98,Remaining,0.4335414808206958
0,RLI12-4,100,Aversive,0.10926573426573427
1,RLI12-4,100,Overlap,0.32517482517482516
2,RLI12-4,100,Neutral,0.13986013986013987
3,RLI12-4,100,Remaining,0.4256993006993007
0,RLI12-5,2,Aversive,0.14814814814814814
1,RLI12-5,2,Overlap,0.5925925925925926
2,RLI12-5,2,Neutral,0.037037037037037035
3,RLI12-5,2,Remaining,0.2222222222222222
0,RLI12-5,4,Aversive,0.14545454545454545
1,RLI12-5,4,Overlap,0.6363636363636364
2,RLI12-5,4,Neutral,0.10909090909090909
3,RLI12-5,4,Remaining,0.10909090909090909
0,RLI12-5,6,Aversive,0.12048192771084337
1,RLI12-5,6,Overlap,0.6024096385542169
2,RLI12-5,6,Neutral,0.13253012048192772
3,RLI12-5,6,Remaining,0.14457831325301204
0,RLI12-5,8,Aversive,0.13513513513513514
1,RLI12-5,8,Overlap,0.5855855855855856
2,RLI12-5,8,Neutral,0.15315315315315314
3,RLI12-5,8,Remaining,0.12612612612612611
0,RLI12-5,10,Aversive,0.1223021582733813
1,RLI12-5,10,Overlap,0.5683453237410072
2,RLI12-5,10,Neutral,0.12949640287769784
3,RLI12-5,10,Remaining,0.17985611510791366
0,RLI12-5,12,Aversive,0.10179640718562874
1,RLI12-5,12,Overlap,0.47305389221556887
2,RLI12-5,12,Neutral,0.10778443113772455
3,RLI12-5,12,Remaining,0.31736526946107785
0,RLI12-5,14,Aversive,0.08717948717948718
1,RLI12-5,14,Overlap,0.40512820512820513
2,RLI12-5,14,Neutral,0.09230769230769231
3,RLI12-5,14,Remaining,0.4153846153846154
0,RLI12-5,16,Aversive,0.07623318385650224
1,RLI12-5,16,Overlap,0.3542600896860987
2,RLI12-5,16,Neutral,0.08071748878923767
3,RLI12-5,16,Remaining,0.48878923766816146
0,RLI12-5,18,Aversive,0.06772908366533864
1,RLI12-5,18,Overlap,0.3147410358565737
2,RLI12-5,18,Neutral,0.07171314741035857
3,RLI12-5,18,Remaining,0.545816733067729
0,RLI12-5,20,Aversive,0.06451612903225806
1,RLI12-5,20,Overlap,0.2831541218637993
2,RLI12-5,20,Neutral,0.06451612903225806
3,RLI12-5,20,Remaining,0.5878136200716846
0,RLI12-5,22,Aversive,0.05863192182410423
1,RLI12-5,22,Overlap,0.25732899022801303
2,RLI12-5,22,Neutral,0.08794788273615635
3,RLI12-5,22,Remaining,0.5960912052117264
0,RLI12-5,24,Aversive,0.05373134328358209
1,RLI12-5,24,Overlap,0.23582089552238805
2,RLI12-5,24,Neutral,0.11641791044776119
3,RLI12-5,24,Remaining,0.5940298507462687
0,RLI12-5,26,Aversive,0.049723756906077346
1,RLI12-5,26,Overlap,0.21823204419889503
2,RLI12-5,26,Neutral,0.1132596685082873
3,RLI12-5,26,Remaining,0.6187845303867403
0,RLI12-5,28,Aversive,0.046153846153846156
1,RLI12-5,28,Overlap,0.20256410256410257
2,RLI12-5,28,Neutral,0.10512820512820513
3,RLI12-5,28,Remaining,0.6461538461538462
0,RLI12-5,30,Aversive,0.0430622009569378
1,RLI12-5,30,Overlap,0.18899521531100477
2,RLI12-5,30,Neutral,0.09808612440191387
3,RLI12-5,30,Remaining,0.6698564593301436
0,RLI12-5,32,Aversive,0.04035874439461883
1,RLI12-5,32,Overlap,0.17713004484304934
2,RLI12-5,32,Neutral,0.09192825112107623
3,RLI12-5,32,Remaining,0.6905829596412556
0,RLI12-5,34,Aversive,0.0379746835443038
1,RLI12-5,34,Overlap,0.16666666666666666
2,RLI12-5,34,Neutral,0.08649789029535865
3,RLI12-5,34,Remaining,0.7088607594936709
0,RLI12-5,36,Aversive,0.035856573705179286
1,RLI12-5,36,Overlap,0.15737051792828685
2,RLI12-5,36,Neutral,0.08167330677290836
3,RLI12-5,36,Remaining,0.7250996015936255
0,RLI12-5,38,Aversive,0.033962264150943396
1,RLI12-5,38,Overlap,0.1490566037735849
2,RLI12-5,38,Neutral,0.07735849056603773
3,RLI12-5,38,Remaining,0.7396226415094339
0,RLI12-5,40,Aversive,0.03225806451612903
1,RLI12-5,40,Overlap,0.14157706093189965
2,RLI12-5,40,Neutral,0.07347670250896057
3,RLI12-5,40,Remaining,0.7526881720430108
0,RLI12-5,42,Aversive,0.030716723549488054
1,RLI12-5,42,Overlap,0.1348122866894198
2,RLI12-5,42,Neutral,0.06996587030716724
3,RLI12-5,42,Remaining,0.764505119453925
0,RLI12-5,44,Aversive,0.029315960912052116
1,RLI12-5,44,Overlap,0.12866449511400652
2,RLI12-5,44,Neutral,0.06677524429967427
3,RLI12-5,44,Remaining,0.7752442996742671
0,RLI12-5,46,Aversive,0.028037383177570093
1,RLI12-5,46,Overlap,0.12305295950155763
2,RLI12-5,46,Neutral,0.06386292834890965
3,RLI12-5,46,Remaining,0.7850467289719626
0,RLI12-5,48,Aversive,0.026865671641791045
1,RLI12-5,48,Overlap,0.11791044776119403
2,RLI12-5,48,Neutral,0.0626865671641791
3,RLI12-5,48,Remaining,0.7925373134328358
0,RLI12-5,50,Aversive,0.025787965616045846
1,RLI12-5,50,Overlap,0.11318051575931232
2,RLI12-5,50,Neutral,0.06017191977077364
3,RLI12-5,50,Remaining,0.8008595988538681
0,RLI12-5,52,Aversive,0.02482758620689655
1,RLI12-5,52,Overlap,0.10896551724137932
2,RLI12-5,52,Neutral,0.057931034482758624
3,RLI12-5,52,Remaining,0.8082758620689655
0,RLI12-5,54,Aversive,0.02390438247011952
1,RLI12-5,54,Overlap,0.1049136786188579
2,RLI12-5,54,Neutral,0.055776892430278883
3,RLI12-5,54,Remaining,0.8154050464807437
0,RLI12-5,56,Aversive,0.023047375160051217
1,RLI12-5,56,Overlap,0.13316261203585147
2,RLI12-5,56,Neutral,0.05761843790012804
3,RLI12-5,56,Remaining,0.7861715749039693
0,RLI12-5,58,Aversive,0.022249690976514216
1,RLI12-5,58,Overlap,0.1631644004944376
2,RLI12-5,58,Neutral,0.05562422744128554
3,RLI12-5,58,Remaining,0.7589616810877626
0,RLI12-5,60,Aversive,0.021505376344086023
1,RLI12-5,60,Overlap,0.1911589008363202
2,RLI12-5,60,Neutral,0.053763440860215055
3,RLI12-5,60,Remaining,0.7335722819593787
0,RLI12-5,62,Aversive,0.020809248554913295
1,RLI12-5,62,Overlap,0.21734104046242775
2,RLI12-5,62,Neutral,0.05202312138728324
3,RLI12-5,62,Remaining,0.7098265895953757
0,RLI12-5,64,Aversive,0.020156774916013438
1,RLI12-5,64,Overlap,0.24188129899216126
2,RLI12-5,64,Neutral,0.05039193729003359
3,RLI12-5,64,Remaining,0.6875699888017918
0,RLI12-5,66,Aversive,0.0249728555917481
1,RLI12-5,66,Overlap,0.25950054288816504
2,RLI12-5,66,Neutral,0.048859934853420196
3,RLI12-5,66,Remaining,0.6666666666666666
0,RLI12-5,68,Aversive,0.05374077976817703
1,RLI12-5,68,Overlap,0.2518440463645943
2,RLI12-5,68,Neutral,0.04741833508956796
3,RLI12-5,68,Remaining,0.6469968387776607
0,RLI12-5,70,Aversive,0.08085977482088025
1,RLI12-5,70,Overlap,0.24462640736949848
2,RLI12-5,70,Neutral,0.04605936540429888
3,RLI12-5,70,Remaining,0.6284544524053224
0,RLI12-5,72,Aversive,0.09850746268656717
1,RLI12-5,72,Overlap,0.24577114427860697
2,RLI12-5,72,Neutral,0.04477611940298507
3,RLI12-5,72,Remaining,0.6109452736318408
0,RLI12-5,74,Aversive,0.10454985479186835
1,RLI12-5,74,Overlap,0.2575024201355276
2,RLI12-5,74,Neutral,0.04356243949661181
3,RLI12-5,74,Remaining,0.5943852855759922
0,RLI12-5,76,Aversive,0.12735849056603774
1,RLI12-5,76,Overlap,0.2509433962264151
2,RLI12-5,76,Neutral,0.04245283018867924
3,RLI12-5,76,Remaining,0.5792452830188679
0,RLI12-5,78,Aversive,0.13602941176470587
1,RLI12-5,78,Overlap,0.24724264705882354
2,RLI12-5,78,Neutral,0.05238970588235294
3,RLI12-5,78,Remaining,0.5643382352941176
0,RLI12-5,80,Aversive,0.13261648745519714
1,RLI12-5,80,Overlap,0.2410394265232975
2,RLI12-5,80,Neutral,0.07616487455197132
3,RLI12-5,80,Remaining,0.5501792114695341
0,RLI12-5,82,Aversive,0.12937062937062938
1,RLI12-5,82,Overlap,0.24125874125874125
2,RLI12-5,82,Neutral,0.09265734265734266
3,RLI12-5,82,Remaining,0.5367132867132867
0,RLI12-5,84,Aversive,0.12627986348122866
1,RLI12-5,84,Overlap,0.2363481228668942
2,RLI12-5,84,Neutral,0.11348122866894197
3,RLI12-5,84,Remaining,0.5238907849829352
0,RLI12-5,86,Aversive,0.12333333333333334
1,RLI12-5,86,Overlap,0.23083333333333333
2,RLI12-5,86,Neutral,0.13416666666666666
3,RLI12-5,86,Remaining,0.5116666666666667
0,RLI12-5,88,Aversive,0.12052117263843648
1,RLI12-5,88,Overlap,0.2255700325732899
2,RLI12-5,88,Neutral,0.15390879478827363
3,RLI12-5,88,Remaining,0.5
0,RLI12-5,90,Aversive,0.1178343949044586
1,RLI12-5,90,Overlap,0.23805732484076433
2,RLI12-5,90,Neutral,0.15445859872611464
3,RLI12-5,90,Remaining,0.4896496815286624
0,RLI12-5,92,Aversive,0.11526479750778816
1,RLI12-5,92,Overlap,0.2546728971962617
2,RLI12-5,92,Neutral,0.15109034267912771
3,RLI12-5,92,Remaining,0.47897196261682246
0,RLI12-5,94,Aversive,0.11280487804878049
1,RLI12-5,94,Overlap,0.2705792682926829
2,RLI12-5,94,Neutral,0.14786585365853658
3,RLI12-5,94,Remaining,0.46875
0,RLI12-5,96,Aversive,0.11044776119402985
1,RLI12-5,96,Overlap,0.28582089552238804
2,RLI12-5,96,Neutral,0.14477611940298507
3,RLI12-5,96,Remaining,0.458955223880597
0,RLI12-5,98,Aversive,0.10818713450292397
1,RLI12-5,98,Overlap,0.30043859649122806
2,RLI12-5,98,Neutral,0.14181286549707603
3,RLI12-5,98,Remaining,0.44956140350877194
0,RLI12-5,100,Aversive,0.10601719197707736
1,RLI12-5,100,Overlap,0.3137535816618911
2,RLI12-5,100,Neutral,0.13896848137535817
3,RLI12-5,100,Remaining,0.44126074498567336
